,Preselections,n(good vertex) > 0,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",SSSF,theta < 90,BDT
ZGamma,1665.1257291312033,42.323929042770196,42.15904275587518,41.222616123281504,39.37825433545375,25.97119647406754,7.349801228431507,3.8121600853393045,0.0
Multiboson,4588.161421356313,127.38974784758035,124.42485805278865,118.17866757564947,112.70121932161263,70.97434814910608,24.236621681671565,12.843989677537696,0.5011801729136929
QCD,53432.26840398662,954.150699667511,954.150699667511,903.3378058882773,864.3084488682374,0.5730326140151054,0.5730326140151054,0.5730326140151054,0.0
DY,5819.491801116749,222.23092785210434,221.43852005762716,211.14330601599534,203.40557158331956,107.28598177386988,25.40092096322588,12.72603087604848,0.29185846207285465
WJets,214692.23521238868,4163.973430315972,4122.28974390076,3914.3091056075896,3784.722745224653,2290.9272197642454,1113.0744034324684,574.6787284903281,11.894470827335795
ZJets,63745.58226147538,917.7714824799709,902.6937166258032,845.4046768307808,814.5799730696256,545.5965263586245,260.1309114013671,129.41363956468996,2.198423869633774
Top,26174.931995913073,1504.7469525701506,1473.4528289526186,1356.8097175657954,1315.225908124219,757.1346664055867,296.20721549268035,148.08887115365997,2.5232616033052833
Total,370117.796825368,7932.587169776059,7840.609410012984,7390.4058956073695,7134.32212052712,3798.4629715395154,1726.97290681386,882.1364524616185,17.4091949352614
