,Preselections,0 < n(jet) < 3 & n(good vertex) > 0,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-1,0.014484031485781673,0.0016079295959387245,0.0013258017002507503,0.0012511102018188168,0.0012477083274684009,0.0012477083274684009,0.001234130724139907,5.0,0.2,1.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-1,0.014781603920295639,0.0017901449789126539,0.0015824417070590061,0.001520131603733737,0.001520131603733737,0.001520131603733737,0.0015035263142650303,5.0,0.1,1.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-1,0.01472873067695271,0.0019133278976927284,0.001667848668200057,0.0015934661764578195,0.0015934661764578195,0.0015934661764578195,0.0015844658326550779,10.0,0.2,1.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-1,0.015927916875933482,0.0020088456482112303,0.0017179232854409472,0.001610156704017316,0.001610156704017316,0.001610156704017316,0.0015993935498277564,10.0,0.1,1.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-1,0.018942328318553654,0.0024688888578871812,0.0020725358540055784,0.0019843890767498084,0.001982185233265337,0.001982185233265337,0.001964608358961019,20.0,0.1,1.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-1,0.01692016381262599,0.0026264841229224943,0.0022927519555739546,0.002166453955711823,0.002166453955711823,0.002166453955711823,0.002140227600443147,20.0,0.2,1.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-1,0.023214477724021475,0.0030493129651929063,0.00260603493343924,0.0025274706272934667,0.0025274706272934667,0.0025274706272934667,0.00250900951202008,30.0,0.1,1.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-1,0.020878136792662157,0.0034967159566493974,0.003053003175269469,0.0029508672359553102,0.0029433956502953485,0.0029433956502953485,0.002908516273823346,30.0,0.2,1.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-1,0.030555449286320823,0.004406986057333521,0.003825838793785961,0.0036602995677931993,0.0036542917839557532,0.0036542917839557532,0.0036392441942705916,40.0,0.1,1.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-1,0.026903905754649463,0.004625227982334611,0.003931385479608333,0.0037997526190936956,0.003796457246137395,0.003796457246137395,0.0037701889154558455,40.0,0.2,1.0
sig_2018_Mchi-60p0_dMchi-20p0_ctau-1,0.02987478818535881,0.0064265815518542305,0.005365245206586451,0.005207494156202687,0.005207494156202687,0.005207494156202687,0.005134371744414961,50.0,0.4,1.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,0.03631795936761357,0.00550560072963868,0.004769576533474719,0.004605533987775259,0.004605533987775259,0.004605533987775259,0.004588106075045825,50.0,0.1,1.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,0.03382568049132571,0.006226358996073764,0.005294093236018634,0.005072379014501324,0.005072379014501324,0.005072379014501324,0.005072379014501324,50.0,0.2,1.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-1,0.04355919441245334,0.006893436386324284,0.005837743478851961,0.00559648934534278,0.00559648934534278,0.00559648934534278,0.005543662044222717,60.0,0.1,1.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,0.05142822732540746,0.008291580073929368,0.007017562885145225,0.006828524140757023,0.006828524140757023,0.006828524140757023,0.006756649432900591,70.0,0.1,1.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,0.04904132917703754,0.01004643974706274,0.008617920570442578,0.008322039941311006,0.008322039941311006,0.008322039941311006,0.008224999815652789,70.0,0.2,1.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,0.05811169173256592,0.009943026651295121,0.008664115339885814,0.00839104825777572,0.00839104825777572,0.00839104825777572,0.008331838816108097,80.0,0.1,1.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,0.06610952342429349,0.011549534982764587,0.00989083542555039,0.00954796906059194,0.009546617785560298,0.009546617785560298,0.009461613130195144,90.0,0.1,1.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,0.06504095855724276,0.013919585182444696,0.011819604957683406,0.011411529274773319,0.011411529274773319,0.011411529274773319,0.01127209960577216,90.0,0.2,1.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,0.07373984261021665,0.0133469284161207,0.011407216784832638,0.011052642938087512,0.011050138515777653,0.011050138515777653,0.010950315355348001,100.0,0.1,1.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,0.07061817702991251,0.015547375632496266,0.013261421021398191,0.012795574712240226,0.012791698339331175,0.012791698339331175,0.012593894697333144,100.0,0.2,1.0
