,Preselections,n(good vertex) > 0,HEM Jet Veto (eta upper bound bug),HEM Jet Veto (additionally veto missing eta region),HEM electron Veto,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",Vtx cos_collinear_fromPV_refit < 0,Vtx cos_collinear_fromPV_refit > -0.99,Vtx cos_collinear_fromPV_refit > -0.98,Vtx cos_collinear_fromPV_refit > -0.97,Vtx cos_collinear_fromPV_refit > -0.96,Vtx cos_collinear_fromPV_refit > -0.95,Vtx cos_collinear_fromPV_refit > -0.9,Vtx cos_collinear_fromPV_refit > -0.85,Vtx cos_collinear_fromPV_refit > -0.8,Vtx cos_collinear_fromPV_refit > -0.75,Vtx cos_collinear_fromPV_refit > -0.7
ZJets,51827.177158302235,231.20795551142436,217.69688469326306,216.24559330537653,205.51901384553472,119.73382953556768,112.10943005944942,111.15358002897857,110.07005479306572,74.78432870328999,35.80270445962713,28.91856370548266,26.699381736656253,24.839508126303752,23.922990117605224,23.241951113259965,20.600114433218966,18.931874014297343,17.132630359504464,15.174741062227529,14.081278660582472
SingleTop,3665.006769733427,27.37485719613589,25.0314239283933,24.934113600942336,23.46553269303729,9.097479376765648,8.47725443178129,8.47725443178129,8.40328276688319,4.538378157402179,1.0213379478393494,0.9675103644074017,0.93052454602115,0.6864853490440571,0.6494995259702063,0.6494995259702063,0.4054603289931134,0.36847451060686176,0.32499182985078007,0.32499182985078007,0.32499182985078007
TTX,423.5654849394884,5.8496519661087705,5.892752569490434,5.729544135452703,5.338402134042886,1.3352189269496224,1.3101847678323895,1.3034603784789156,1.285991545865468,-0.16707831406699616,0.2528304677337387,0.3717762448185749,0.21788400685725506,0.35514248562515144,0.3536305944955991,0.34901433996528325,0.3460711330286299,0.3453166585740183,0.33851167156166073,0.33548788639295235,0.336242360847564
TTbar,22073.225668851308,284.8379206885659,264.3549198996493,262.85618568421376,251.43405219728015,90.21434936666782,84.5624392731866,83.33413589263552,82.82755465296854,52.092545206907396,20.030321094129818,16.23263942069321,14.70516264248423,13.749480963429543,12.94926948719471,12.573113953895593,10.696374646581992,9.343528517323831,8.313052874934055,7.4667891584769315,6.271262497193119
QCD,53319.9892353793,631.2979617585875,286.14611522031237,285.91019041055984,271.65186885469296,67.5898464663941,67.5898464663941,67.5898464663941,66.26875965994672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DY-M4to50,376.9379586129626,4.275434396872596,4.122699651121275,4.117715797052903,3.968677255889881,2.105322146991884,2.0897267600467337,2.0897267600467337,2.0648074897048776,1.0217810466508082,0.2924494035176369,0.1434108623546146,0.12845930014950072,0.11286391320435044,0.09726852625920013,0.09726852625920013,0.07668928524567857,0.07668928524567857,0.061093898300528277,0.061093898300528277,0.061093898300528277
Multiboson,4593.859139715374,22.796267211337096,21.042116273901925,21.042116273901925,19.419414463434045,9.33814449204351,8.608958546948458,8.294965674901265,8.074805249188637,5.263743661454838,1.7769461773509516,0.9414389074482827,0.895994158004425,0.8505494085605672,0.8505494085605672,0.8505494085605672,0.5365565365133734,0.5365565365133734,0.3290350107050921,0.26949526603910495,0.26949526603910495
WJets,177451.7502507543,737.9025517495617,693.8833939068874,689.7651584369196,648.1854237167901,357.33958904680486,338.37449749222037,335.77249094029696,333.2948639486437,206.19193783580914,90.75212504301774,71.48452373259325,66.47600080227328,63.35314220990259,61.661505211186295,60.482278475356004,52.05259478639644,48.014670911237594,43.24139638765757,38.807063695722164,34.36188645219688
DY-M50,4354.468764761891,42.570296499345744,39.4502303069466,39.089727025747536,36.9604932577503,18.750642641263383,17.754501663155445,17.74380432799019,17.64411185486291,11.41361258982624,4.837398511616433,3.60961566688674,3.5586792634039144,3.3487913469659008,3.2675705680191767,3.2170179686477134,2.907806437223303,2.5980117313076088,2.5129255813477265,2.3900074958173563,1.9421617393854527
ZGamma,1665.2529797328907,12.150666679121047,12.962775154156715,12.962775154156715,11.958152275395998,5.283199593343322,4.415836798082245,4.415836798082245,4.415836798082245,3.2063789718705866,0.19251325055335042,0.19251325055335042,0.19251325055335042,0.19251325055335042,0.19251325055335042,0.19251325055335042,0.19251325055335042,0.19251325055335042,0.19251325055335042,0.19251325055335042,0.19251325055335042
Total,319751.2334107831,2000.2635636570606,1570.5833116041224,1562.653119824324,1477.9010306938485,680.7876215927918,645.2926762590971,640.1751016995859,634.350068759212,358.3456278591442,154.95862635538617,122.86199215523808,113.80459970640335,107.48847705358925,103.94479668984432,101.65320656246789,87.81418083775483,80.40763541565966,72.44615086441523,65.02218354338069,57.84092595494925
