,Preselections,n(good vertex) > 0,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-10,0.004011845679950761,0.0010595554812513612,0.0010595554812513612,0.0010188414610534976,0.0010188414610534976,0.0010007265756972708,0.0005591846583891716,5.0,0.1,10.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-10,0.0048751390699744036,0.001638865596827169,0.001638865596827169,0.0015836795379374656,0.0015836795379374656,0.0015630372422081721,0.0011904275666691556,5.0,0.2,10.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-10,0.006618594149625248,0.0026924679091657674,0.0026888738879248565,0.0026012857645615127,0.0026012857645615127,0.002563742655689421,0.002199113280576467,10.0,0.2,10.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-10,0.005590821375733521,0.001985083840584367,0.0019835328375546117,0.001915158622877911,0.001915158622877911,0.0018996316378347617,0.0014968487174657637,10.0,0.1,10.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-10,0.009596320516126619,0.004525593648989219,0.0045179446181961005,0.004366828327893391,0.004364919086903137,0.004320941517309855,0.0038179483583777483,20.0,0.2,10.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-10,0.00838707740204745,0.0035994300997379152,0.0035919207610399335,0.0034744587007262844,0.0034744587007262844,0.0034245021021545967,0.002934806623447449,20.0,0.1,10.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-10,0.012458557745550226,0.006224572474621328,0.006224572474621328,0.006037889337039221,0.006037889337039221,0.005953282508130076,0.00535111864231116,30.0,0.2,10.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-10,0.010848149608519684,0.005012029693031623,0.005002351134925871,0.004868480093308067,0.004868480093308067,0.004806365711901665,0.004138770049898989,30.0,0.1,10.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-10,0.016848151349537672,0.008817735342702259,0.008806816897166713,0.008545186834365549,0.008545186834365549,0.008438943074688527,0.007362614541580448,40.0,0.2,10.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-10,0.014399855742523605,0.00696715209778695,0.0069626625999967325,0.0067633326875583336,0.0067633326875583336,0.006673737688843714,0.00585825711305579,40.0,0.1,10.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-10,0.02142382529182928,0.011410347723333627,0.011410347723333627,0.011004998418183575,0.011004998418183575,0.01080683967741362,0.009271112974869048,50.0,0.2,10.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,0.01859775632679067,0.00895221254027994,0.008944990993232949,0.00863482643764853,0.00863482643764853,0.008517089535505482,0.0074347950334554885,50.0,0.1,10.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-10,0.02281195350167812,0.0111163361530059,0.011101484477843496,0.010745115992885669,0.010745115992885669,0.010648703782910036,0.00923093889728986,60.0,0.1,10.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-10,0.03275361876131357,0.018048163330636875,0.018039663421049873,0.01736302447202665,0.01736302447202665,0.01712469017973761,0.013506538651243741,70.0,0.2,10.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,0.027670959677721357,0.014230894449372864,0.014220824025727247,0.013699250552185098,0.013699250552185098,0.013547802243286115,0.011319721711611646,70.0,0.1,10.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,0.0325024795809986,0.0168559216442542,0.016852544640207034,0.01628398689667247,0.01628398689667247,0.016118259799317258,0.013228750722306089,80.0,0.1,10.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,0.03833159187055411,0.021748716958462547,0.0217279578919577,0.02100237128010651,0.02100237128010651,0.020725823379684358,0.015496714692750739,80.0,0.2,10.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,0.045037154783835125,0.025751884797788106,0.025724573911614316,0.02489199698282703,0.02489199698282703,0.024562416223369517,0.017877781981423067,90.0,0.2,10.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,0.03735983713775695,0.02012385032878701,0.020107202912509003,0.019456868210240036,0.019455681719112154,0.01923570583411444,0.015267941938282858,90.0,0.1,10.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,0.051207728819284586,0.029842534200958323,0.029812612009474392,0.028863895777212493,0.028863895777212493,0.028460577254558042,0.019812703308628908,100.0,0.2,10.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,0.042735772447414035,0.023084128095434475,0.023073040859923417,0.022314117571156075,0.022314117571156075,0.022008282076731143,0.017119796316556374,100.0,0.1,10.0
