,Preselections,n(good vertex) > 0,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-100,109.09253054976737,12.443470728852475,12.443470728852475,11.78687788329805,11.78687788329805,11.212182870363334,4.888064133161699,5.0,0.1,100.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-100,3.7075751571633013,0.5225046222065431,0.5225046222065431,0.5160376287132443,0.5160376287132443,0.5095582629266302,0.30980127452515194,5.0,0.2,100.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-100,2.2704102089667417,0.5146870915997117,0.5146870915997117,0.49053605087269936,0.49053605087269936,0.48417819402667966,0.3597261977116427,10.0,0.2,100.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-100,67.8599424725068,12.381247888282417,12.381247888282417,11.82288379113472,11.82288379113472,11.65756833994211,7.6684713908480635,10.0,0.1,100.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-100,2.2102147462498336,0.5977785699578657,0.5968328340054014,0.5798665111269017,0.5798665111269017,0.5694875403023788,0.48653318740301255,20.0,0.2,100.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-100,61.34036039436957,15.006723648531072,14.983004529147149,14.48589369016344,14.48589369016344,14.226288853367098,11.367916202481235,20.0,0.1,100.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-100,499.781068196849,136.25983548101672,136.25983548101672,131.60849922209357,131.60849922209357,130.21111557230665,118.12192749935011,30.0,0.2,100.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-100,8129.511234527138,2173.1155227596323,2171.531846409896,2118.0714405318954,2118.0714405318954,2078.765622980931,1715.3256666107525,30.0,0.1,100.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-100,1.3904652249128409,0.41744010375819407,0.417128898974815,0.40377822985910244,0.40377822985910244,0.39633377375866274,0.3469884658644308,40.0,0.2,100.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-100,38.618756726754604,10.513265422066127,10.513265422066127,10.13534279664541,10.13534279664541,10.013763777543337,8.431637414756615,40.0,0.1,100.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-100,0.5908909412654111,0.1867259212895735,0.1867259212895735,0.180552063535667,0.180552063535667,0.17830930949579035,0.1525144456344115,50.0,0.2,100.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-100,16.199980161667,4.676726248502271,4.674032873934175,4.536120567985305,4.536120567985305,4.479396784810455,3.892867788718675,50.0,0.1,100.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-100,10.480328864430055,3.1423397468549954,3.1423397468549954,3.0377445236513982,3.0377445236513982,2.982376482958292,2.576594017436032,60.0,0.1,100.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-100,0.2756084792402268,0.09410009591286864,0.09403706124360217,0.09051982089350818,0.09051982089350818,0.08863844339677572,0.07313340364553376,70.0,0.2,100.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-100,7.76941494583834,2.384362064495598,2.3824974729612487,2.3024511607474807,2.3024511607474807,2.261463460562373,1.8814636957431474,70.0,0.1,100.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-100,5.8455426810435,1.946973530720809,1.9457441866132041,1.8855747553677773,1.8855747553677773,1.8560917979610456,1.5121989594389253,80.0,0.1,100.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-100,0.2204424382404273,0.08011610212353726,0.0800748868874502,0.0775612457937002,0.0775612457937002,0.07616019789432692,0.06108485517296404,80.0,0.2,100.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-100,0.16991947802670063,0.06304210707283789,0.06294296058070464,0.0604931557913125,0.0604931557913125,0.05958642350318945,0.04555049074590712,90.0,0.2,100.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-100,4.551906298521432,1.5496164766598937,1.548952395970755,1.5066241036643282,1.5066241036643282,1.481969995141166,1.2143822954973424,90.0,0.1,100.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-100,0.13850063448582392,0.053123220342976465,0.053102492258327666,0.05107581683617083,0.05107581683617083,0.05018654681467022,0.03752595247092669,100.0,0.2,100.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-100,3.5934729088050124,1.280394821836586,1.2788604412342073,1.2359531257311003,1.2359531257311003,1.2169138382107576,0.9772112918906775,100.0,0.1,100.0
