,Preselections,0 < n(jet) < 3 & n(good vertex) > 0,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-1,2748.2413517406508,305.0931372652947,251.561387477924,237.3892100136858,236.7437286936254,236.7437286936254,234.16747559989744,5.0,0.2,1.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-1,62382.76451638042,7554.94419089098,6678.374613787287,6415.4074470514415,6415.4074470514415,6415.4074470514415,6345.328187166095,5.0,0.1,1.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-1,1394.2641432712549,181.12113939647864,157.88336724174334,150.84210595466897,150.84210595466897,150.84210595466897,149.99010744125243,10.0,0.2,1.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-1,39395.490505900394,4968.600745368138,4249.044681022523,3982.4990072600717,3982.4990072600717,3982.4990072600717,3955.877840035812,10.0,0.1,1.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-1,30374.507402897936,3958.9263595106136,3323.3641916449783,3182.018582315923,3178.484662984141,3178.484662984141,3150.299695978085,20.0,0.1,1.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-1,995.4467686821831,154.5212659943204,134.88714121448197,127.45677959115265,127.45677959115265,127.45677959115265,125.9138311365382,20.0,0.2,1.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-1,33794.918905443745,4439.095533447166,3793.785080471584,3679.41359270335,3679.41359270335,3679.41359270335,3652.538471884992,30.0,0.1,1.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-1,49723.242757967775,8327.757313537924,7271.013670057177,7027.767342318972,7009.973059656363,7009.973059656363,6926.904550201368,30.0,0.2,1.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-1,16193.175659216877,2335.527737962911,2027.5427486303595,1939.8135275715267,1936.6296405309288,1936.6296405309288,1928.6550150971366,40.0,0.1,1.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-1,512.9351165675464,88.18206084669629,74.95364010135835,72.44400015287144,72.38117237883415,72.38117237883415,71.88035478814486,40.0,0.2,1.0
sig_2018_Mchi-60p0_dMchi-20p0_ctau-1,5.675337352519775,1.220862826004159,1.019239913516463,0.9892718205851473,0.9892718205851473,0.9892718205851473,0.9753806976640281,50.0,0.4,1.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,6562.275286634536,994.8044503404325,861.8125786341454,832.171806896289,832.171806896289,832.171806896289,829.0227654029508,50.0,0.1,1.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,205.18640803517027,37.76906241012547,32.11394299016453,30.76902563557895,30.76902563557895,30.76902563557895,30.76902563557895,50.0,0.2,1.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-1,4153.76792953053,657.3522621801841,556.6822796049853,533.6764895265853,533.6764895265853,533.6764895265853,528.6389227819295,60.0,0.1,1.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,2928.0623589663996,472.08050468490586,399.54442928119306,388.7815222043647,388.7815222043647,388.7815222043647,384.6893409727524,70.0,0.1,1.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,90.58344102431501,18.556615361039142,15.918020837625122,15.371504542717554,15.371504542717554,15.371504542717554,15.192263305845264,70.0,0.2,1.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,2122.8095204893602,363.216953569091,316.498556172999,306.5234653719389,306.5234653719389,306.5234653719389,304.36055524615347,80.0,0.1,1.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,1627.1121306514663,284.26144223169564,243.43691301329767,234.99815876550554,234.96490068282782,234.96490068282782,232.87273455089556,90.0,0.1,1.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,51.579091989709006,11.03857600671778,9.37323964648865,9.049625516954286,9.049625516954286,9.049625516954286,8.939054334071487,90.0,0.2,1.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,1263.566989609228,228.7059147716554,195.46804091813726,189.39225078533016,189.34933632759927,189.34933632759927,187.63881938245058,100.0,0.1,1.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,38.80910782551951,8.54425592252009,7.287980800198959,7.031969098925874,7.029838789414549,7.029838789414549,6.921133308850665,100.0,0.2,1.0
