,Preselections,0 < n(jet) < 3 & n(good vertex) > 0,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-10,211.62113647383234,18.437751849758317,15.497090243247944,14.695107846480036,14.628735676880316,14.628735676880316,13.694310739952305,5.0,0.2,10.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-10,6090.241351750135,461.50459109845633,382.32013627362187,359.19043934878056,359.19043934878056,359.19043934878056,351.88092432997297,5.0,0.1,10.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-10,118.47951794817327,11.201126656361222,9.216614059232,8.628303544112299,8.628303544112299,8.628303544112299,8.35917895777457,10.0,0.2,10.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-10,3591.8943767574788,338.57601559379606,288.29257524822185,273.03278594855277,273.03278594855277,273.03278594855277,266.3005592530259,10.0,0.1,10.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-10,93.99863616319665,9.990448140365324,8.695800322171818,8.196374847999174,8.196374847999174,8.196374847999174,8.037507434572332,20.0,0.2,10.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-10,3043.716823127073,315.7513362814941,275.58524021484317,265.7691477836303,265.7691477836303,265.7691477836303,262.49078654170853,20.0,0.1,10.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-10,15555.452100966933,1777.7135770551702,1541.3042202686586,1493.175909913022,1491.170685219259,1491.170685219259,1459.0586742063874,30.0,0.2,10.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-10,27263.502227424033,3209.135010752907,2762.496461005547,2678.383092511956,2675.7526659216887,2675.7526659216887,2654.711538787982,30.0,0.1,10.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-10,1569.1334246904726,182.0772033969292,157.4972519202218,151.58527258288981,151.58527258288981,151.58527258288981,150.52369733014567,40.0,0.1,10.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-10,47.30464044851869,6.371514104437945,5.447565281683739,5.223267420386931,5.223267420386931,5.223267420386931,5.1293243312133,40.0,0.2,10.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,625.9503690668715,75.8579506634884,64.3045341251449,61.94029252312801,61.94029252312801,61.94029252312801,61.29042659057625,50.0,0.1,10.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-10,18.964344684698002,2.8688102975458443,2.485125509790246,2.364270281861349,2.364270281861349,2.364270281861349,2.3276308665599688,50.0,0.2,10.0
sig_2018_Mchi-60p0_dMchi-20p0_ctau-10,0.5458897226634378,0.08355219962305416,0.07135840300078898,0.0694468527406344,0.0694468527406344,0.0694468527406344,0.06665704919911496,50.0,0.4,10.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-10,390.28995428199505,48.5538893354029,41.43531174891319,39.71396654715064,39.680186886959014,39.680186886959014,39.27490083984311,60.0,0.1,10.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,267.87011033356424,35.943604780720314,30.935738277264626,30.043152203684933,30.043152203684933,30.043152203684933,29.571999595537683,70.0,0.1,10.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-10,8.447246073825017,1.341098023155555,1.143639588549272,1.1031762553372029,1.1023711512490593,1.1023711512490593,1.0813313457510467,70.0,0.2,10.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,197.3658539970645,27.59049286749912,23.5996301817128,22.80617362597215,22.80617362597215,22.80617362597215,22.667548049555407,80.0,0.1,10.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,6.149201740065665,1.0602509194563678,0.8827186145230799,0.8614405952198076,0.8614405952198076,0.8614405952198076,0.8409944705866705,80.0,0.2,10.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,147.91217940348855,20.787353146441752,17.597603754674914,17.01419161480122,17.01419161480122,17.01419161480122,16.775092569300895,90.0,0.1,10.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,4.777229077720692,0.8197029706789598,0.6968810610205008,0.67428983070572,0.673990207883689,0.673990207883689,0.6588838042998253,90.0,0.2,10.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,3.7155667598496738,0.6562843351270812,0.5595856597680442,0.5440456920868404,0.5440456920868404,0.5440456920868404,0.5326543901909022,100.0,0.2,10.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,114.11432277945423,17.02653694473538,14.662047141846351,14.2415153725254,14.239150567788801,14.239150567788801,14.058584837403167,100.0,0.1,10.0
