,Preselections,n(good vertex) > 0,computing BDT score,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 2","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-10,2261.1542770856013,479.95639014390116,479.95639014390116,428.9419810101455,417.1815617981149,417.1815617981149,417.1815617981149,413.2525014235032,142.51215042797173,5.0,0.1,10.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-10,89.28593636733373,24.98048501956582,24.98048501956582,21.65436604586739,20.806079694603845,20.806079694603845,20.806079694603845,20.610763433573318,14.090286117016218,5.0,0.2,10.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-10,1590.8073533491263,468.6902494672587,468.6902494672587,409.0265722898358,397.2788256678121,397.2788256678121,397.2788256678121,394.5665070412811,287.8993323752561,10.0,0.1,10.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-10,59.57937506719607,20.59508028347353,20.59508028347353,17.73653443014061,17.238197664720225,17.238197664720225,17.238197664720225,17.121825544725354,15.110516406233447,10.0,0.2,10.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-10,53.09502376623288,22.205531268138415,22.205531268138415,19.560143157962177,18.96131663122339,18.95039482031169,18.95039482031169,18.819867163254504,17.68806541957705,20.0,0.2,10.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-10,1478.2030039752353,534.6368466530504,534.6368466530504,456.74443961760335,444.6596168905944,444.6596168905944,444.6596168905944,441.08424229052594,397.2191539534455,20.0,0.1,10.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-10,9270.489494571348,4119.31078757944,4119.31078757944,3587.906412007695,3513.8026370194666,3513.8026370194666,3513.8026370194666,3489.1087477288497,3339.1251793049937,30.0,0.2,10.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-10,13748.376745674928,5418.115353315087,5418.115353315087,4682.013262137585,4614.467386033301,4609.443987436483,4609.443987436483,4576.880628023498,4211.269969941198,30.0,0.1,10.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-10,30.139997515378116,13.95185626451637,13.95185626451637,11.918489835932645,11.599623722792407,11.59463667559414,11.59463667559414,11.53486962808329,10.857150585536912,40.0,0.2,10.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-10,816.5977152743085,344.33618266016407,344.33618266016407,300.16713240063973,294.9693790731838,294.9693790731838,294.9693790731838,292.11340743114164,273.0111031023442,40.0,0.1,10.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-10,12.15737046465795,5.6513624952136725,5.6513624952136725,4.8624422937165,4.711802575877993,4.711802575877993,4.711802575877993,4.6514902151438156,4.344755100052418,50.0,0.2,10.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,339.2337181953045,143.0095473815899,143.0095473815899,122.74178091850187,119.48852192496301,119.48852192496301,119.48852192496301,118.55265160850294,110.17492699969495,50.0,0.1,10.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-10,213.666239644726,91.80523355869153,91.80523355869153,79.48080465496243,77.45682153887773,77.42126871257592,77.42126871257592,77.06632867831671,69.89136637429112,60.0,0.1,10.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-10,5.683738234018399,2.8043419550809294,2.8043419550809294,2.4170838858928234,2.3548364856321284,2.354076835411234,2.354076835411234,2.33888585231711,1.9782238099120555,70.0,0.2,10.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,154.46705110575618,70.2733210249113,70.2733210249113,61.179005917077,59.41809263865193,59.39900434205843,59.39900434205843,58.977723963923644,52.33332443303999,70.0,0.1,10.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,116.41684127070758,52.92218551888278,52.92218551888278,45.41491848557887,44.14127278298709,44.128933120793086,44.128933120793086,43.84462204721671,38.1196490479689,80.0,0.1,10.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,4.285621322670807,2.1498385128980213,2.1498385128980213,1.8413548473907844,1.7907200329626334,1.7907200329626334,1.7907200329626334,1.7725119897607173,1.4260867763092566,80.0,0.2,10.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,3.3680187172254707,1.7203279336027435,1.7203279336027435,1.4876934392946508,1.451763667947027,1.4514639946657562,1.4514639946657562,1.4379944444222066,1.1146077628713782,90.0,0.2,10.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,89.73223952044721,42.57880588852193,42.57880588852193,36.66951605959697,35.80115705683412,35.786602376426615,35.783685643767114,35.50969984515467,29.81379259180577,90.0,0.1,10.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,2.663946524317863,1.3698485004028815,1.3698485004028815,1.1760087313057503,1.145854551736616,1.1454546370659335,1.1454546370659335,1.13446897777621,0.8491637615288469,100.0,0.2,10.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,71.35302417982835,33.75321287954606,33.75321287954606,29.151039166511268,28.361127057536095,28.355724731712307,28.355724731712307,28.126481969707793,23.065527690387334,100.0,0.1,10.0
