,Preselections,n(good vertex) > 0,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-100,0.0019586069741226865,0.0002555481466666662,0.0002555481466666662,0.00025213179481261135,0.00025213179481261135,0.00025213179481261135,0.0001636592411902208,5.0,0.2,100.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-100,0.0018130384357196879,0.00019587903084639053,0.00019587903084639053,0.00018633294479886243,0.00018633294479886243,0.00017746406943457355,7.918862687808578e-05,5.0,0.1,100.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-100,0.0024400462509508495,0.0005326966321808789,0.0005326966321808789,0.000506741121520395,0.000506741121520395,0.0004999082308383746,0.0003811460173341423,10.0,0.2,100.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-100,0.0022842914550260133,0.00039799351537281465,0.00039799351537281465,0.00037919797672032366,0.00037919797672032366,0.000375030226506213,0.0002553538732616696,10.0,0.1,100.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-100,0.003372586587620071,0.0008003921957055877,0.0007990881312334272,0.000773056078523878,0.000773056078523878,0.0007587825596818603,0.0006211203683463276,20.0,0.1,100.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-100,0.0038819864239690856,0.0010267536300195012,0.001025092554264598,0.0009952930990066646,0.0009952930990066646,0.0009787163697850992,0.0008479043686017805,20.0,0.2,100.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-100,0.00469163139070011,0.0012260646115035464,0.0012251507529493402,0.0011979110571936407,0.0011979110571936407,0.0011779269641274917,0.0009817740349963157,30.0,0.1,100.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-100,0.005511991762719819,0.0014796870879543015,0.0014796870879543015,0.0014309574929764052,0.0014309574929764052,0.0014155460105151466,0.0012976272105116168,30.0,0.2,100.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-100,0.006562565823287944,0.001753857729060082,0.001753857729060082,0.0016918176211486793,0.0016918176211486793,0.0016722471936619734,0.001426287330101806,40.0,0.1,100.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-100,0.007600666077795009,0.0022393583395406732,0.0022376576482347698,0.002166378583838158,0.002166378583838158,0.0021273765909780255,0.0018898968420026304,40.0,0.2,100.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-100,0.008691591813399483,0.0024656094243799783,0.00246416412305902,0.0023930632210282425,0.0023930632210282425,0.0023640725978385626,0.0020697134066287523,50.0,0.1,100.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-100,0.010142894766676572,0.003176385341390731,0.003176385341390731,0.003076826008974669,0.003076826008974669,0.0030415308747484453,0.0026147590878414506,50.0,0.2,100.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-100,0.010902428863361834,0.0032241091031361396,0.0032241091031361396,0.003115301259873228,0.003115301259873228,0.003060897338241772,0.00267716238345874,60.0,0.1,100.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-100,0.013601852050778919,0.004092773625265676,0.004089509638992946,0.003949372867049735,0.003949372867049735,0.0038776160310838373,0.0032840754199061034,70.0,0.1,100.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-100,0.015447285747093137,0.005179155947032035,0.005175622984073795,0.0049890456689951216,0.0049890456689951216,0.004890634044862025,0.004074335672851356,70.0,0.2,100.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-100,0.015945853802788696,0.005203937316260674,0.005200583830967212,0.005036449719493194,0.005036449719493194,0.004959373306479032,0.00411502425212673,80.0,0.1,100.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-100,0.019252896550562674,0.006914352095168186,0.006910753365927936,0.006694798760077168,0.006694798760077168,0.006579636702203649,0.005320579628063801,80.0,0.2,100.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-100,0.022130613659055123,0.00811853893284596,0.008107471188939583,0.00779210209365081,0.00779210209365081,0.007675850520416806,0.005925202754704024,90.0,0.2,100.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-100,0.018508212315340073,0.006211419082596856,0.006208718906981842,0.006036611795048927,0.006036611795048927,0.005940425539251888,0.004924178627885421,90.0,0.1,100.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-100,0.025906769702760013,0.009816731314779335,0.009812854092719167,0.009441524085116584,0.009441524085116584,0.0092790587134234,0.0070037934392408645,100.0,0.2,100.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-100,0.02107545962410326,0.007404159325904866,0.007395160294256624,0.007146081316473178,0.007146081316473178,0.007039540799198205,0.0057055840788034825,100.0,0.1,100.0
