,Preselections,n(good vertex) > 0,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-1,1620.1784519502303,694.2470741711984,694.2470741711984,667.6527406468244,667.6527406468244,660.0488466338815,497.21881914617,5.0,0.2,1.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-1,33765.06921738768,11067.06215101646,11067.06215101646,10625.194882678197,10625.194882678197,10430.504089750082,6329.6353545088605,5.0,0.1,1.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-1,937.0398565433222,487.66451189517403,487.45575912154015,468.10260038632833,468.10260038632833,463.9428682555449,374.26365384306763,10.0,0.2,1.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-1,22229.424480690275,9521.007093126032,9506.915507053709,9159.169138345334,9159.169138345334,9051.189926472149,7007.32588342508,10.0,0.1,1.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-1,734.2811552959238,410.3461734769901,410.2110346224344,394.0043595707871,394.0043595707871,389.54958178156716,327.8359743090735,20.0,0.2,1.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-1,17929.361593492533,8605.9180528518,8586.708146289242,8325.986765750078,8325.986765750078,8230.194150210156,6719.544834082459,20.0,0.1,1.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-1,38528.39999214091,22462.467686407817,22439.793720561203,21647.334605185377,21647.334605185377,21358.281631007532,17333.168745238,30.0,0.2,1.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-1,20174.85110589185,10154.74487766339,10141.857263676031,9868.103767192093,9868.103767192093,9794.02115702397,7766.018101790961,30.0,0.1,1.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-1,403.5456031210444,240.4909881959338,240.1318246248478,232.23284757963606,232.23284757963606,229.00250057630683,181.13249915782689,40.0,0.2,1.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-1,9916.801948033773,5240.270993935373,5236.320717723739,5044.413807406864,5044.413807406864,5003.655123029838,3933.793913740596,40.0,0.1,1.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,4184.654042712488,2184.561382434994,2181.228054803077,2110.323536343069,2110.323536343069,2077.02815589617,1590.7389328271006,50.0,0.1,1.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,167.4818251469007,104.95557673046159,104.95557673046159,100.81825980723679,100.81825980723679,100.0450071086772,75.49217225809173,50.0,0.2,1.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-1,2725.2304064523964,1439.803498221533,1439.5052381485912,1388.8039671693236,1388.8039671693236,1371.5104128098744,981.1175091942739,60.0,0.1,1.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,74.71318892044536,45.11672404394959,45.09796281217529,43.425861993858184,43.419641450311396,42.87092069415574,26.28300075343775,70.0,0.2,1.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,1964.273334885629,1075.5538662408105,1074.8345219341213,1038.6162854093081,1038.6162854093081,1025.278742782908,701.1155974357652,70.0,0.1,1.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,1457.7156063883403,809.7824742134982,808.7172528985377,781.4083112053578,781.4083112053578,771.7158483601304,493.85936735639314,80.0,0.1,1.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,44.16909636875993,27.03554927343729,27.007536431224313,26.10352458946467,26.10352458946467,25.773762104013258,12.984687909411358,90.0,0.2,1.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,1156.9314549201938,653.335686343506,652.7327644832012,629.9794723042354,629.9794723042354,622.3872293281992,386.0314916249686,90.0,0.1,1.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,34.02457396365492,20.93659977386877,20.909664301107043,20.21122974403092,20.21122974403092,19.98748769109377,9.392479865036824,100.0,0.2,1.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,928.4856647707716,531.445400122139,530.3891389751335,513.079213157875,513.079213157875,505.0557513097696,283.21820478253255,100.0,0.1,1.0
