,Preselections,n(good vertex) > 0,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-1,0.0086957118506529,0.003726115788594034,0.003726115788594034,0.003583380486251414,0.003583380486251414,0.003542569382264772,0.0026686391075085164,5.0,0.2,1.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-1,0.007935007594372129,0.0026008305106770386,0.0026008305106770386,0.002496988871633011,0.002496988871633011,0.0024512352879370123,0.0014875048614373895,5.0,0.1,1.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-1,0.010149751618313135,0.0052822445430026265,0.00527998339179628,0.005070355431127879,0.005070355431127879,0.00502529838512141,0.004053918410986863,10.0,0.2,1.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-1,0.009219166525293664,0.0039486289875060865,0.003942784811075918,0.0037985646273966897,0.0037985646273966897,0.003753782616220755,0.002906134806702396,10.0,0.1,1.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-1,0.012962543630708104,0.007243996579547148,0.007241610922110964,0.006955508342805327,0.006955508342805327,0.006876866461502244,0.00578741275061653,20.0,0.2,1.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-1,0.01160017902503434,0.005567972376890944,0.005555543693693392,0.005386858675315152,0.005386858675315152,0.005324881483113134,0.004347501311501934,20.0,0.1,1.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-1,0.0169622505714537,0.009889172803120586,0.009879190517580119,0.009530307872949685,0.009530307872949685,0.009403051382220024,0.007630982639143832,30.0,0.2,1.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-1,0.014635395689093736,0.007366533146953386,0.007357184114873628,0.007158595747540137,0.007158595747540137,0.007104854170573815,0.005633684593349119,30.0,0.1,1.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-1,0.02218388623492197,0.013220376288085353,0.01320063219041937,0.012766406153044661,0.012766406153044661,0.012588826097985353,0.00995729534329496,40.0,0.2,1.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-1,0.019488795534179218,0.010298337153415214,0.010290573952557166,0.009913432757607398,0.009913432757607398,0.009833332573069228,0.007730809353683789,40.0,0.1,1.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,0.024166060405715468,0.012615676657871932,0.012596426943060925,0.012186958714946171,0.012186958714946171,0.011994680412630531,0.009186396951348713,50.0,0.1,1.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,0.02880489731345379,0.018051120517366848,0.018051120517366848,0.01733955083497191,0.01733955083497191,0.0172065604967079,0.012983762673690554,50.0,0.2,1.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-1,0.029880774305221576,0.015786717802782457,0.01578344753179813,0.015227533715655318,0.015227533715655318,0.01503791863080733,0.010757457714299631,60.0,0.1,1.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,0.041925656120466885,0.02531746114548466,0.025306933192346382,0.024368625981525,0.024365135294359942,0.02405721807035762,0.014748829053140013,70.0,0.2,1.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,0.035815052291631365,0.019610823645439254,0.019597707673490644,0.018937332148348987,0.018937332148348987,0.018694145633456852,0.012783603655701189,70.0,0.1,1.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,0.04129659367290283,0.022940865594412718,0.022910688232228454,0.022137035083563593,0.022137035083563593,0.0218624508655893,0.013990870054416226,80.0,0.1,1.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,0.057554679257734796,0.035228757092932446,0.03519225487121605,0.034014279411558004,0.034014279411558004,0.03358458137284483,0.01691973821806623,90.0,0.2,1.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,0.04856860500768175,0.02742738366434101,0.027402072680220813,0.026446877231290095,0.026446877231290095,0.02612815078586651,0.01620580973706228,90.0,0.1,1.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,0.06372560687983093,0.03921276216463752,0.03916231394006402,0.03785419569402615,0.03785419569402615,0.037435142743556006,0.017591446703944823,100.0,0.2,1.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,0.055955939869869,0.032027987056423325,0.03196433062372729,0.03092113393805574,0.03092113393805574,0.03043759351761036,0.017068374276705923,100.0,0.1,1.0
