,Preselections,n(good vertex) > 0,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",BDT
ZGamma,1665.1257291312033,55.63850323791335,48.78485585237076,43.444297509446926,36.34375529078073,36.9771632073744,37.0729841125317,-0.8259219762201658
Top,26174.931995913073,572.2135990648778,349.9827313254247,312.94484208677153,292.0601189377427,288.3927418974474,271.3836383788994,3.7264659033642014
Multiboson,4588.1614213563125,177.75538745784127,135.4171217202335,123.371205203868,106.8515681425807,102.61539422556291,99.93888943006385,0.4204352761127407
QCD,53432.268403986614,143.8980408716217,73.61114889162403,43.300835776007226,43.300835776007226,38.84822417742643,16.049969065036212,0.0
WJets,214692.23521238868,4233.99679209658,3402.857533259624,3260.736806374315,3217.3559969373314,3202.033834821763,3002.8621008842156,47.63670350559063
ZJets,63745.58226147538,1077.2394881943524,883.7548042848285,845.3955848813497,839.2519664804602,836.8280031594394,791.0161455290349,19.279456376625795
DY,5819.491801116749,283.6328843335768,224.69677190772816,218.46387510207614,216.97058314474518,215.3167889487609,198.2985723152057,9.161688949864885
Total,370117.796825368,6544.374695256763,5119.104967241834,4847.657446933834,4752.1348247096485,4721.012150437775,4416.622299714988,79.39882803533808
