,m1,delta,ctau,Signal,Background,S/sqrt(B)
sig_2018_Mchi-73p5_dMchi-7p0_ctau-100,70.0,0.1,100.0,1.6296038801828059,19034.495374252998,0.011811671667196452
sig_2018_Mchi-88p0_dMchi-16p0_ctau-100,80.0,0.2,100.0,0.04138904686296428,19034.495374252998,0.0002999955008137931
sig_2018_Mchi-84p0_dMchi-8p0_ctau-100,80.0,0.1,100.0,1.2272779974925019,19034.495374252998,0.008895538926385978
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,80.0,0.2,10.0,0.9260497725254329,19034.495374252998,0.006712180790417207
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,80.0,0.1,1.0,341.2717393904815,19034.495374252998,2.4736009676911257
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,80.0,0.1,10.0,25.80257805080571,19034.495374252998,0.18702187924904679
sig_2018_Mchi-99p0_dMchi-18p0_ctau-100,90.0,0.2,100.0,0.03182485829197254,19034.495374252998,0.00023067248524080946
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,90.0,0.1,1.0,261.91002870075334,19034.495374252998,1.8983725449968025
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,90.0,0.1,10.0,19.132489223099387,19034.495374252998,0.1386758362738273
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,90.0,0.2,10.0,0.7336807706426178,19034.495374252998,0.00531785452695052
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,90.0,0.2,1.0,9.796152483306768,19034.495374252998,0.07100433310310399
sig_2018_Mchi-94p5_dMchi-9p0_ctau-100,90.0,0.1,100.0,0.9313416279562123,19034.495374252998,0.006750537141686833
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,100.0,0.2,10.0,0.5918925692582494,19034.495374252998,0.004290147302268029
sig_2018_Mchi-110p0_dMchi-20p0_ctau-100,100.0,0.2,100.0,0.02565808655548192,19034.495374252998,0.00018597457804768035
sig_2018_Mchi-105p0_dMchi-10p0_ctau-100,100.0,0.1,100.0,0.7390968672886024,19034.495374252998,0.005357111401629167
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,100.0,0.1,1.0,209.7076802932877,19034.495374252998,1.5200002257210217
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,100.0,0.2,1.0,7.580197228666987,19034.495374252998,0.054942677742988104
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,100.0,0.1,10.0,15.845379741393648,19034.495374252998,0.1148502560796509
