,5 GeV,10 GeV,20 GeV,30 GeV,40 GeV,50 GeV
1mm,6.619668993408346,4.012339372923519,3.5958408246312756,185.69246062176015,1.7528800506486615,0.8081052050082318
10mm,0.3770590418943949,0.23574490137395857,0.2939996006457265,56.87663516473545,0.16366897977604294,0.07362577653024378
100mm,0.007843504454208788,0.005562568849272479,0.006982549763589431,1.787964380626583,0.0046868567850129736,0.001872399514902665
