,5 GeV,10 GeV,20 GeV,30 GeV,40 GeV,50 GeV
1mm,0.9662509560585022,0.9580901265144348,0.9667087197303772,0.9700930714607239,0.9654555916786194,0.9716547727584839
10mm,0.9480605125427246,0.9601730108261108,0.9728436470031738,0.9895676970481873,0.9921606183052063,0.9849573969841003
100mm,0.9301601648330688,0.9743305444717407,0.9719316959381104,0.959664523601532,0.9872732162475586,0.9581580758094788
