,5 GeV,10 GeV,20 GeV,30 GeV,40 GeV,50 GeV
1mm,22.717904570847132,14.085472180826786,12.75538704633,739.4589377415143,6.860227828370834,3.009921208572195
10mm,1.5644174627920042,1.1465312591322552,1.3914096041095834,274.6737361354549,0.8964385202692835,0.42508595380177405
100mm,0.03757862519322038,0.027329737122387104,0.03683733451731798,8.363189907608206,0.025055661447111365,0.01172890618538178
