,5 GeV,10 GeV,20 GeV,30 GeV,40 GeV,50 GeV
1mm,493.295794941796,319.9078506287097,278.12279055323876,314.6090816755112,173.92706272529034,72.20757594323858
10mm,27.66290686552605,29.68062018303091,32.16688106699882,401.6166806378401,23.03557040096844,9.299029362462568
100mm,0.6837747028359921,0.6413322918615652,0.7586434204071395,114.81066680276577,0.6941865396960263,0.3002671979765825
