,5 GeV,10 GeV,20 GeV,30 GeV,40 GeV,50 GeV
1mm,0.9748709797859192,0.95070481300354,0.9666960835456848,0.9681830406188965,0.9710118770599365,0.9749133586883545
10mm,0.8839881420135498,0.9593988656997681,0.9418070912361145,0.9752734899520874,0.9731473922729492,0.9779092669487
100mm,0.9131088256835938,0.8598595857620239,0.9293216466903687,0.899046003818512,0.9604889154434204,0.9577449560165405
