,5 GeV,10 GeV,20 GeV,30 GeV,40 GeV,50 GeV
1mm,0.9662509560585022,0.9336766600608826,0.9667087197303772,0.9605295062065125,0.9490715861320496,0.956158459186554
10mm,0.901140570640564,0.9414606690406799,0.9470011591911316,0.9693317413330078,0.9768514037132263,0.9703251123428345
100mm,0.8696510195732117,0.8636220693588257,0.9324963092803955,0.8773782253265381,0.9549298882484436,0.9160528182983398
