,5 GeV,10 GeV,20 GeV,30 GeV,40 GeV,50 GeV
1mm,133.38406938628484,87.05339305625422,81.49383220595332,86.46036818509326,47.315768890689135,18.97162211557918
10mm,8.012719032016365,7.715357295905485,7.3469229768816735,86.0064154140558,4.967055491282962,1.8447596715470445
100mm,0.15308332309611247,0.1286673046537421,0.14878237306322534,21.871138607573748,0.13529855399094903,0.05756896572126466
