,5 GeV,10 GeV,20 GeV,30 GeV,40 GeV,50 GeV
1mm,133.38406938628484,89.32963795667919,81.49383220595332,87.32121315352504,48.13259026518869,19.279091982838818
10mm,8.429919612377867,7.868706807719196,7.5474115514703195,87.8019015257967,5.044899022287844,1.8725783094360964
100mm,0.1637346568912489,0.14516128098148856,0.15507439435165077,23.922357468977886,0.13988109740195565,0.06021505331021931
