,5 GeV,10 GeV,20 GeV,30 GeV,40 GeV,50 GeV
1mm,0.9750203490257263,0.9591401219367981,0.9533402919769287,0.9781302213668823,0.9541383385658264,0.9427414536476135
10mm,0.909092903137207,0.9450828433036804,0.9537949562072754,0.9669072031974792,0.9619014263153076,0.9755803346633911
100mm,0.7863926291465759,0.8198235630989075,0.903734028339386,0.8941084742546082,0.9248887300491333,0.9463465809822083
