,5 GeV,10 GeV,20 GeV,30 GeV,40 GeV,50 GeV
1mm,0.9915457963943481,0.9679288864135742,0.9597278237342834,0.9862303733825684,0.971954345703125,0.9705174565315247
10mm,0.9375300407409668,0.9686918258666992,0.9796472787857056,0.981676459312439,0.9751773476600647,0.9815548658370972
100mm,1.0,0.953567624092102,0.9868287444114685,0.9500419497489929,0.9937831163406372,0.9724421501159668
