,5 GeV,10 GeV,20 GeV,30 GeV,40 GeV,50 GeV
1mm,0.9748709797859192,0.9675392508506775,0.9775580167770386,0.9773538112640381,0.9788880944252014,0.9845752120018005
10mm,0.9242458939552307,0.9843849539756775,0.9700595736503601,0.979681670665741,0.986380398273468,0.9879782199859619
100mm,0.9768142104148865,0.9884814620018005,0.9751986861228943,0.9656950831413269,0.9852222800254822,0.9748876094818115
