,Preselections,n(good vertex) > 0,computing BDT score,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 2","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-100,106.50360622930427,8.95340769793938,8.95340769793938,7.845617568872949,7.51683766797663,7.51683766797663,7.51683766797663,7.352523906289686,1.7663338048163955,5.0,0.1,100.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-100,3.5787225783036702,0.3741932973473724,0.3741932973473724,0.354844973010016,0.3483779584035887,0.3483779584035887,0.3483779584035887,0.3483779584035887,0.18059671869988925,5.0,0.2,100.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-100,2.198005550473126,0.4396868353804414,0.4396868353804414,0.37744703656432255,0.36726924402833083,0.36726924402833083,0.36726924402833083,0.36599512976014364,0.2630503315016948,10.0,0.2,100.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-100,66.14412389668941,9.404075942742566,9.404075942742566,8.122944765441847,7.854188273783251,7.854188273783251,7.854188273783251,7.812956999389053,4.629513506012147,10.0,0.1,100.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-100,2.125375620887679,0.5308526959367257,0.5308526959367257,0.4658031775673602,0.45448524636245946,0.45448524636245946,0.45448524636245946,0.44976825749285587,0.38472241565417603,20.0,0.2,100.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-100,60.20657778194844,12.854370325022408,12.854370325022408,11.222876142410577,10.891720008963029,10.86800178005575,10.86800178005575,10.821052652654043,8.60144047992576,20.0,0.1,100.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-100,484.67811064371523,124.86054325578922,124.86054325578922,109.9871636484448,108.8270948741938,108.8270948741938,108.8270948741938,107.89794256399624,96.96814665166266,30.0,0.2,100.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-100,7932.870851998317,1891.5341192562512,1891.5341192562512,1660.2207485841186,1630.3412332073779,1630.3412332073779,1630.3412332073779,1611.4530578534154,1346.9279703003203,30.0,0.1,100.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-100,1.3389236523090478,0.381123159915184,0.381123159915184,0.33830940643588137,0.3314760952575493,0.33116489043913233,0.33116489043913233,0.3283691158178369,0.29669404896752,40.0,0.2,100.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-100,37.67739366126773,9.462018546394146,9.462018546394146,8.276843861899211,8.084794779013217,8.084794779013217,8.084794779013217,8.008102846975907,6.8938706937779255,40.0,0.1,100.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-100,0.5716303298807273,0.1721426883439329,0.1721426883439329,0.148414889789267,0.14373868095801076,0.14373868095801076,0.14373868095801076,0.1428026837522629,0.125420481101243,50.0,0.2,100.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-100,15.81334713414766,4.292854914885475,4.292854914885475,3.730588880513555,3.6304912325498315,3.6304912325498315,3.6304912325498315,3.6007952754400456,3.1386719056419192,50.0,0.1,100.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-100,10.21611133406924,2.899589458957459,2.899589458957459,2.5336327105792993,2.4751953015491863,2.4751953015491863,2.4751953015491863,2.4598110303909735,2.176915132159535,60.0,0.1,100.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-100,0.2658743705691311,0.08707208731899725,0.08707208731899725,0.07539360446374721,0.07325730042255667,0.07325730042255667,0.07325730042255667,0.0725672082883663,0.059385571144720414,70.0,0.2,100.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-100,7.566356337447589,2.1627276542063987,2.1627276542063987,1.814447638028691,1.764152668539375,1.764152668539375,1.764152668539375,1.74737502471768,1.4996496971125322,70.0,0.1,100.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-100,5.682182366345118,1.770094158544535,1.770094158544535,1.5231863721745367,1.4863562398418366,1.4851270288665803,1.4851270288665803,1.472832788996439,1.2222018233635774,80.0,0.1,100.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-100,0.21261422388071005,0.0754597882293887,0.0754597882293887,0.06553031370628903,0.06379949197060626,0.06379949197060626,0.06379949197060626,0.06314032871032285,0.05020608477668721,80.0,0.2,100.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-100,0.16394303772644525,0.05899122424241395,0.05899122424241395,0.050803359052691434,0.04913245014836115,0.04911829700523169,0.04911829700523169,0.048678908952266176,0.03614440865936152,90.0,0.2,100.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-100,4.431276423219061,1.4380000697293724,1.4380000697293724,1.2383898857682174,1.2127206789567946,1.2127206789567946,1.2127206789567946,1.2013965205093553,0.970465892648245,90.0,0.1,100.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-100,0.13357656786664626,0.049979135424385125,0.049979135424385125,0.04350428795738343,0.042305277236141754,0.04228454631358432,0.04228454631358432,0.04182909035721984,0.02995530618172387,100.0,0.2,100.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-100,3.500245074848906,1.1858457086426124,1.1858457086426124,1.024961735220694,0.9973766429978521,0.9971571359927289,0.9971571359927289,0.9886237237319461,0.7791064555672406,100.0,0.1,100.0
