,m1,delta,ctau,Signal,Background,S/sqrt(B)
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,70.0,0.1,1.0,219.57374709922934,336.01336557870206,11.978491719905882
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,70.0,0.1,10.0,16.683183716705628,336.01336557870206,0.910124186758611
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,70.0,0.2,1.0,10.461493443958467,336.01336557870206,0.5707099061331545
sig_2018_Mchi-84p0_dMchi-8p0_ctau-100,80.0,0.1,100.0,0.42373125418121976,336.01336557870206,0.023115975323686092
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,80.0,0.1,1.0,174.545365878393,336.01336557870206,9.52204098870439
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,80.0,0.1,10.0,12.406821214823115,336.01336557870206,0.6768341259164719
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,80.0,0.2,10.0,0.5775715077675243,336.01336557870206,0.031508482297386314
sig_2018_Mchi-88p0_dMchi-16p0_ctau-100,80.0,0.2,100.0,0.017118299295855784,336.01336557870206,0.0009338612155742499
68,80.0,0.2,1.0,0.0,336.01336557870206,0.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,90.0,0.1,1.0,137.94777022607192,336.01336557870206,7.525518169919146
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,90.0,0.1,10.0,9.775430571589713,336.01336557870206,0.5332828523775427
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,90.0,0.2,1.0,5.97888342579483,336.01336557870206,0.3261683446054251
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,90.0,0.2,10.0,0.43746124055835045,336.01336557870206,0.023864992591486126
sig_2018_Mchi-94p5_dMchi-9p0_ctau-100,90.0,0.1,100.0,0.32046219329792125,336.01336557870206,0.017482298224055316
sig_2018_Mchi-99p0_dMchi-18p0_ctau-100,90.0,0.2,100.0,0.013193391641211222,336.01336557870206,0.0007197442072175613
sig_2018_Mchi-110p0_dMchi-20p0_ctau-100,100.0,0.2,100.0,0.011681462713982179,336.01336557870206,0.0006372633625120476
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,100.0,0.1,1.0,112.52146571579027,336.01336557870206,6.138427126168027
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,100.0,0.2,10.0,0.35310717615649995,336.01336557870206,0.019263192625293718
sig_2018_Mchi-105p0_dMchi-10p0_ctau-100,100.0,0.1,100.0,0.26942270750247926,336.01336557870206,0.014697921375430223
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,100.0,0.2,1.0,4.53248572803618,336.01336557870206,0.24726245045741868
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,100.0,0.1,10.0,8.185430324158244,336.01336557870206,0.4465429526849851
