,Preselections,n(good vertex) > 0,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",BDT
Top,26174.931995913073,946.252280266892,858.4621468897998,777.7339320960892,765.4064250170464,690.8860860252722,3.8682382478568376
DY,5819.491801116749,391.2535398345126,387.0783876468936,375.3235423249302,367.32158196161737,329.19418583642926,8.343095979636889
WJets,214692.23521238868,5907.873112303993,5790.790889537595,5518.969637161455,5481.923265450235,5059.103137676107,35.7917483758361
ZGamma,1665.1257291312033,71.94254575101544,58.8833395526668,53.707673390750244,51.68461680092847,52.19370362220459,0.8259219762201658
ZJets,63745.582261475385,1287.6488890230967,1272.018154388424,1204.0048117735892,1200.1856656554703,1120.9919437201472,15.304479965082724
QCD,53432.268403986614,201.57240962392743,201.57240962392743,171.26209650831063,157.33122909855314,32.099938130072424,0.0
Multiboson,4588.1614213563125,328.3456230130014,268.40721032442485,252.24192709288906,239.79316637846722,228.00520172329297,0.5819250697146451
Total,370117.796825368,9134.88839981644,8837.212537963733,8353.243620348014,8263.645950362317,7512.474196733525,64.71540961434737
