,Preselections,n(good vertex) > 0,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",BDT
Multiboson,4588.161421356313,177.75538745784127,135.41712172023352,123.37120520386802,106.8515681425807,102.61539422556291,99.93888943006385,0.0
QCD,53432.268403986614,143.8980408716217,73.61114889162403,43.300835776007226,43.300835776007226,38.84822417742643,16.049969065036212,0.0
WJets,214692.23521238868,4233.99679209658,3402.857533259624,3260.736806374315,3217.3559969373314,3202.033834821763,3002.8621008842156,26.865074153857584
Top,26174.931995913073,572.2135990648778,349.9827313254247,312.94484208677153,292.06011893774274,288.3927418974474,271.3836383788994,2.948703897865205
ZJets,63745.58226147538,1077.2394881943524,883.7548042848285,845.3955848813497,839.2519664804602,836.8280031594394,791.0161455290349,12.334800420384406
DY,5819.491801116749,283.63288433357684,224.69677190772816,218.46387510207612,216.97058314474518,215.31678894876083,198.29857231520566,6.098320468293842
ZGamma,1665.1257291312033,55.63850323791335,48.78485585237076,43.444297509446926,36.34375529078073,36.9771632073744,37.0729841125317,0.0
Total,370117.7968253681,6544.374695256763,5119.104967241834,4847.657446933835,4752.1348247096485,4721.012150437774,4416.622299714988,48.24689894040104
