,Preselections,0 < n(jet) < 3 & n(good vertex) > 0,computing BDT score,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-100,0.00693244057400599,0.0005706783005191287,0.0005706783005191287,0.00048194240423271855,0.0004532945709711158,0.0004526112211753737,0.0004526112211753737,0.0004348541947069483,8.193608504588154e-06,5.0,0.1,100.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-100,0.00702938679974836,0.0006265533943799209,0.0006265533943799209,0.0005481914465317766,0.0005175686180067518,0.0005175686180067518,0.0005175686180067518,0.0004902864762853609,3.063404891406207e-05,5.0,0.2,100.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-100,0.0076919836695635456,0.0005941401538810576,0.0005941401538810576,0.0005055749094370835,0.00048271674273975257,0.00048271674273975257,0.00048271674273975257,0.00046700276066418816,6.286181150854879e-05,10.0,0.2,100.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-100,0.0076534602843463485,0.000621499253368067,0.000621499253368067,0.0005239550430283978,0.0004940372347504916,0.0004940372347504916,0.0004940372347504916,0.00048363581348942003,3.3812813651988546e-05,10.0,0.1,100.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-100,0.010111665254911308,0.0009737473631048033,0.0009737473631048033,0.0008395922320294291,0.0008064577805526656,0.000804802871855693,0.000804802871855693,0.0007667289434539785,0.00018548868075130077,20.0,0.2,100.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-100,0.01023351506928383,0.0009119011929649361,0.0009119011929649361,0.0008041988939053289,0.0007589203519033836,0.0007589203519033836,0.0007589203519033836,0.0007309966376339549,6.794256833517814e-05,20.0,0.1,100.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-100,0.01341057962373525,0.001408311919289827,0.001408311919289827,0.0011979139616033695,0.001162035818924909,0.0011594672660184976,0.0011594672660184976,0.0011184447175063223,0.00034891565132784977,30.0,0.2,100.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-100,0.013018421165032806,0.0011866986467085866,0.0011866986467085866,0.0010304377021615433,0.0009863783906293808,0.000984371128486203,0.000984371128486203,0.0009543980236526759,0.00014723150277341264,30.0,0.1,100.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-100,0.017457770201771767,0.002004435743921954,0.002004435743921954,0.0016736950224728487,0.0016088889598078616,0.0016088889598078616,0.0016088889598078616,0.0015623624581756956,0.0005484572741132551,40.0,0.2,100.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-100,0.017140553942789356,0.0016496208865106807,0.0016496208865106807,0.001413398629238676,0.0013655303363061934,0.0013644421618512583,0.0013644421618512583,0.0013296075008556397,0.0002830967705845871,40.0,0.1,100.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-100,0.022342249807870584,0.002711393411620347,0.002711393411620347,0.0022888474544153986,0.00218321033308099,0.00218321033308099,0.00218321033308099,0.0021057402214745935,0.000764216588657834,50.0,0.2,100.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-100,0.02196416842742828,0.0022444803421986827,0.0022444803421986827,0.0019154388317699322,0.0018559839018741206,0.0018559839018741206,0.0018559839018741206,0.001815422680786139,0.00041193217883923503,50.0,0.1,100.0
