,Preselections,0 < n(jet) < 3 & n(good vertex) > 0,computing BDT score,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-1,0.014004685226271341,0.0019682707055433055,0.0019682707055433055,0.0016487572010541844,0.0015468593518783611,0.0015434574779928404,0.0015434574779928404,0.0015332657357254966,0.00042502462132470927,5.0,0.2,1.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-1,0.013839096914365951,0.0016804736254634293,0.0016804736254634293,0.0015066139346030887,0.001444214363647079,0.001444214363647079,0.001444214363647079,0.0014308438577974663,0.0001248391484500061,5.0,0.1,1.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-1,0.015420592999078057,0.002652438407472675,0.002652438407472675,0.002282995675649681,0.002177059787594785,0.002177059787594785,0.002177059787594785,0.0021658057502494795,0.0008745726268192776,10.0,0.2,1.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-1,0.015440840595928297,0.002172744485566033,0.002172744485566033,0.0018796581890884118,0.0017481714019554405,0.0017460050403830818,0.0017460050403830818,0.001733103087828614,0.0003794906103025852,10.0,0.1,1.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-1,0.018779250311952912,0.00411160623599993,0.00411160623599993,0.003580032874443141,0.00341080599206959,0.00341080599206959,0.00341080599206959,0.0033702688255738467,0.0019305151574479599,20.0,0.2,1.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-1,0.018915196651177944,0.0028812167147219975,0.0028812167147219975,0.002429094521940896,0.0023201141569439174,0.00231536969735788,0.00231536969735788,0.00229410427534088,0.0007340112367735216,20.0,0.1,1.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-1,0.02371142608618979,0.005721657197700636,0.005721657197700636,0.005001723479660946,0.004835699574657295,0.0048259346014836715,0.0048259346014836715,0.004767339819194599,0.0029212680362700164,30.0,0.2,1.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-1,0.023415354292143788,0.0037140907831365428,0.0037140907831365428,0.0032039426162622014,0.003095407270341497,0.003095407270341497,0.003095407270341497,0.0030746184769908087,0.0011151843765393754,30.0,0.1,1.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-1,0.031061975422451232,0.007861987000468902,0.007861987000468902,0.0066681736212979344,0.00648392524896976,0.00648062987649679,0.00648062987649679,0.006431362160703138,0.004003715536087374,40.0,0.2,1.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-1,0.030883822188513092,0.005473473282012748,0.005473473282012748,0.0046751065982999175,0.004465962313402106,0.004458229864225263,0.004458229864225263,0.004424647669322272,0.0018547833456546699,40.0,0.1,1.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,0.037325294206002196,0.006925395912901917,0.006925395912901917,0.005968183684621358,0.0057593914178403465,0.005756889570724299,0.005756889570724299,0.005729505979773078,0.0024420766781424598,50.0,0.1,1.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,0.03902548368696848,0.01089256473962917,0.01089256473962917,0.009249289675349062,0.008983366005755932,0.008983366005755932,0.008983366005755932,0.008894226541947289,0.005915638706975452,50.0,0.2,1.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-1,0.04480904350381952,0.00868213303324412,0.00868213303324412,0.007384127514316177,0.007083303189215035,0.007083303189215035,0.007083303189215035,0.007008066953071052,0.003142558841404922,60.0,0.1,1.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,0.055333134634560535,0.0160894738080814,0.0160894738080814,0.013635721913981082,0.013222625024509336,0.013222625024509336,0.013222625024509336,0.013075679098130686,0.007981720760729684,70.0,0.2,1.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,0.05323994345966812,0.010558813745153868,0.010558813745153868,0.00895245147571298,0.008712657352315467,0.008712657352315467,0.008712657352315467,0.008623910723994656,0.0040080962053044835,70.0,0.1,1.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,0.06069066717022791,0.01297890853100533,0.01297890853100533,0.011186970352831806,0.010794953735310779,0.010791615705300467,0.010791615705300467,0.0107111434713769,0.00497997181993812,80.0,0.1,1.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,0.073535854964568,0.02260656487898285,0.02260656487898285,0.019257149271967484,0.018699609166258024,0.01869555999707078,0.01869555999707078,0.018507048676020186,0.010648720060818307,90.0,0.2,1.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,0.06946942518691422,0.01526467947031329,0.01526467947031329,0.013049323436186176,0.01263181882954397,0.012627813347285497,0.012627813347285497,0.01251317359949169,0.005929724616800745,90.0,0.1,1.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,0.07998576016541735,0.025369337828949005,0.025369337828949005,0.021682234151871076,0.02097954997747103,0.02097567360456198,0.02097567360456198,0.020766257882838597,0.011386276743650467,100.0,0.2,1.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,0.07751129361655253,0.017578948954014538,0.017578948954014538,0.014986950837941677,0.014564416015358421,0.014555879470518047,0.014555879470518047,0.014425624720656404,0.006882575479257886,100.0,0.1,1.0
