,Preselections,0 < n(jet) < 3 & n(good vertex) > 0,computing BDT score,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-10,0.010675780282311816,0.0010224295759547364,0.0010224295759547364,0.0008473393589996599,0.000791850889664869,0.000791850889664869,0.000791850889664869,0.0007705029970992702,0.00012374317464946955,5.0,0.1,10.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-10,0.010929611532130115,0.0011866573111632384,0.0011866573111632384,0.0009865454317745652,0.0009347877075559225,0.0009313597343233765,0.0009313597343233765,0.0008762136143895416,0.00021737693881691424,5.0,0.2,10.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-10,0.012434052608005182,0.0013802620280985267,0.0013802620280985267,0.0011797561054395964,0.0011160748073075063,0.0011160748073075063,0.0011160748073075063,0.001085010728162794,0.0002875432325971286,10.0,0.1,10.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-10,0.012593406008752844,0.001410475907823105,0.001410475907823105,0.0011495283127430022,0.0010834104600810817,0.0010834104600810817,0.0010834104600810817,0.0010458663046936773,0.00036467038899566217,10.0,0.2,10.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-10,0.015837739586141777,0.0019358132861782282,0.0019358132861782282,0.0016851521726175204,0.0015838102261476598,0.0015838102261476598,0.0015838102261476598,0.001549397632871586,0.0006886389678110342,20.0,0.2,10.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-10,0.016286106070609714,0.001989417880967331,0.001989417880967331,0.0017344788214674566,0.0016694443235857827,0.0016694443235857827,0.0016694443235857827,0.0016494402890656291,0.0005073413530127706,20.0,0.1,10.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-10,0.02012816097691991,0.002757243532523967,0.002757243532523967,0.0023732355400347483,0.002303359702796164,0.00230141770541794,0.00230141770541794,0.00228005678888839,0.0008670932868668461,30.0,0.1,10.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-10,0.019309047791447587,0.0025500392036919444,0.0025500392036919444,0.0022018728184282476,0.0021222525229216706,0.002119763271649754,0.002119763271649754,0.0020749455685401532,0.0010674804815993739,30.0,0.2,10.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-10,0.024701578032977844,0.003809393574004804,0.003809393574004804,0.003226134636550928,0.0030899207931179185,0.0030899207931179185,0.0030899207931179185,0.003027251897419943,0.0015339437394185829,40.0,0.2,10.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-10,0.0258748541724068,0.0035203298390255847,0.0035203298390255847,0.0030224238996499424,0.002902385969772653,0.002902385969772653,0.002902385969772653,0.002874866191042078,0.0012083428977462086,40.0,0.1,10.0
sig_2018_Mchi-60p0_dMchi-20p0_ctau-10,0.028663140752857502,0.005058312169154418,0.005058312169154418,0.004259859215294586,0.004136344801743368,0.004136344801743368,0.004136344801743368,0.003912740017628157,0.0022923404525554223,50.0,0.4,10.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,0.03244537753715607,0.004564363171005908,0.004564363171005908,0.0039030423073100344,0.0037516657453196714,0.0037516657453196714,0.0037516657453196714,0.003708332648392611,0.0015634452266738757,50.0,0.1,10.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-10,0.031124630149919286,0.00525203815970775,0.00525203815970775,0.004561907317757933,0.004329113612266336,0.004329113612266336,0.004329113612266336,0.004260338177377217,0.002397206099753624,50.0,0.2,10.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-10,0.03916553111155313,0.005698739778508093,0.005698739778508093,0.004892901629420972,0.004679528600239325,0.004676139150937147,0.004676139150937147,0.004618543555524745,0.0019334996845177654,60.0,0.1,10.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-10,0.045542162163075106,0.008150697410667086,0.008150697410667086,0.006929070227484998,0.006680402072006797,0.006676060936557881,0.006676060936557881,0.006519031643367568,0.0035564687510028156,70.0,0.2,10.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,0.04523180804792601,0.006990304256602406,0.006990304256602406,0.006014924099153255,0.005826510098961162,0.005826510098961162,0.005826510098961162,0.005734385745324092,0.002712435701456985,70.0,0.1,10.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,0.05231690450583132,0.008360160495247987,0.008360160495247987,0.007155005722219123,0.00689734589186145,0.00689734589186145,0.00689734589186145,0.006839638086071055,0.003046867115609419,80.0,0.1,10.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,0.05192829530845655,0.009920685637763755,0.009920685637763755,0.008255602065140415,0.00803446635350398,0.00803446635350398,0.00803446635350398,0.00782023229856111,0.004677216095265101,80.0,0.2,10.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,0.06009661433627673,0.011532897313265749,0.011532897313265749,0.009790348477143083,0.009460987180549474,0.009457218973427859,0.009457218973427859,0.009229561656333365,0.005245428447149144,90.0,0.2,10.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,0.05833014895699071,0.00936280367259554,0.00936280367259554,0.007921934539952028,0.0076556127260837305,0.0076556127260837305,0.0076556127260837305,0.007545024018996271,0.0036629177374017437,90.0,0.1,10.0
