,Preselections,n(good vertex) > 0,No b-tagged jets,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-100,110.44808217393015,59.84677616543052,51.88161704496108,5.0,0.1,100.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-100,3.7592313819363836,2.0179446864347415,1.753637200068338,5.0,0.2,100.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-100,2.2958275814144846,1.3036505010965738,1.1041927421725775,10.0,0.2,100.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-100,68.5827672752021,39.6031852499256,33.33979474019442,10.0,0.1,100.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-100,2.2253113258392108,1.3361248643734198,1.1494379066021942,20.0,0.2,100.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-100,61.694863519862224,38.24585087269857,32.90383093022938,20.0,0.1,100.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-100,503.27086478232974,305.78352665119496,260.45647367778844,30.0,0.2,100.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-100,8194.018592753282,5281.749036200356,4573.677934175677,30.0,0.1,100.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-100,1.399774492710999,0.8715398751156819,0.748650740352365,40.0,0.2,100.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-100,38.93919186648724,25.08284248368122,21.545983316685177,40.0,0.1,100.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-100,0.5944448327617264,0.3774097496857729,0.3174064750999156,50.0,0.2,100.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-100,16.343190252845265,10.713040479035826,9.158889891162167,50.0,0.1,100.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-100,10.581797590100742,6.9670451570843746,6.0140859207844795,60.0,0.1,100.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-100,0.2778034044603435,0.18042786061998292,0.1531763733007979,70.0,0.2,100.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-100,7.81785442692015,5.266750000680219,4.419020345038584,70.0,0.1,100.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-100,5.892200243957863,3.928209470165549,3.309149906680357,80.0,0.1,100.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-100,0.22167852130022644,0.14655501074828425,0.12360807741041979,80.0,0.2,100.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-100,0.17109597667189394,0.11426000051425722,0.09584558435724011,90.0,0.2,100.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-100,4.581922771748586,3.0703366787477844,2.5898054168183475,90.0,0.1,100.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-100,0.1393070432510847,0.09377373008319706,0.07947580151625933,100.0,0.2,100.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-100,3.613831173849892,2.4779408611733036,2.0885170557936914,100.0,0.1,100.0
