,Preselections,n(good vertex) > 0,No b-tagged jets,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-10,0.00405029379938342,0.004011845679950761,0.0033891768013495026,5.0,0.1,10.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-10,0.004919914434607457,0.004875139431412919,0.0039021104446917416,5.0,0.2,10.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-10,0.005639001254343149,0.005590820152213575,0.004616295783160215,10.0,0.1,10.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-10,0.006674026940807194,0.006618593664761475,0.005286793602321394,10.0,0.2,10.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-10,0.009663238937385993,0.009596320980644502,0.007685202298236994,20.0,0.2,10.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-10,0.008417038050360265,0.00838707740204745,0.006972454258151727,20.0,0.1,10.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-10,0.01252823284605551,0.012458559005292772,0.009931103521167868,30.0,0.2,10.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-10,0.010931604697521188,0.010848149643467928,0.009071188505129077,30.0,0.1,10.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-10,0.016957106880001304,0.016848151349537672,0.013341019180401406,40.0,0.2,10.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-10,0.014514106580446185,0.014399855742523605,0.011921950134767104,40.0,0.1,10.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-10,0.021553250174175313,0.02142382529182928,0.016929568632885996,50.0,0.2,10.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,0.018737326562158547,0.01859775632679067,0.015315772999414288,50.0,0.1,10.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-10,0.022975174099629306,0.02281195350167812,0.018651183595521384,60.0,0.1,10.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-10,0.032949563720200546,0.0327536208213983,0.026089036598245706,70.0,0.2,10.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,0.027889745720711075,0.027670956878048394,0.022659147521532398,70.0,0.1,10.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,0.03264120238697272,0.0325024795809986,0.026692415297635195,80.0,0.1,10.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,0.038497388685334324,0.03833159187055411,0.030406992736923353,80.0,0.2,10.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,0.04527900021883168,0.045037154783835125,0.036213504861752066,90.0,0.2,10.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,0.03757387454106012,0.03735982898434513,0.030500187121668427,90.0,0.1,10.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,0.051483929250728,0.051207728819284586,0.04070803920362747,100.0,0.2,10.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,0.043000357661592534,0.04273576485814367,0.03504473113817036,100.0,0.1,10.0
