,Preselections,n(good vertex) > 0,No b-tagged jets,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-100,0.0018355667168386978,0.0009946098499597946,0.0008622347042072966,5.0,0.1,100.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-100,0.0019858954950045713,0.0010660230389689222,0.0009263968778889802,5.0,0.2,100.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-100,0.0024673627086135206,0.0014010540937439413,0.0011866936425076666,10.0,0.2,100.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-100,0.0023086230777789605,0.0013331166276020485,0.0011222792926504819,10.0,0.1,100.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-100,0.003908501818961255,0.002346748700788396,0.002018854663872008,20.0,0.2,100.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-100,0.0033920777102450315,0.0021028152240399997,0.0018091028184894083,20.0,0.1,100.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-100,0.005550480075416692,0.003372429224175701,0.002872525649358065,30.0,0.2,100.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-100,0.004728859304907245,0.0030481561389316416,0.0026395204272301087,30.0,0.1,100.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-100,0.007651553100853787,0.00476407712005361,0.004092331245946135,40.0,0.2,100.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-100,0.006617018034462653,0.0042623797031840485,0.003661353853094196,40.0,0.1,100.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-100,0.010203898828411074,0.006478399155659254,0.005448417381904187,50.0,0.2,100.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-100,0.008768426701075858,0.005747746231475851,0.004913915424798944,50.0,0.1,100.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-100,0.011007984287985505,0.007247646061064012,0.0062563059592562215,60.0,0.1,100.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-100,0.015570306770111413,0.010112608753608953,0.008585219201541448,70.0,0.2,100.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-100,0.013686654659428905,0.009220456726418571,0.007736343258998267,70.0,0.1,100.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-100,0.016073129355739416,0.010715626817869394,0.009026915635148052,80.0,0.1,100.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-100,0.01936085298339917,0.012799751642312665,0.01079562332095598,80.0,0.2,100.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-100,0.022283842925585023,0.014881424763246522,0.012483098600403841,90.0,0.2,100.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-100,0.018630260359173124,0.012484097739072235,0.010530240599517932,90.0,0.1,100.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-100,0.02605760977829798,0.017540529243444156,0.014866078371898996,100.0,0.2,100.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-100,0.02119485938134613,0.01453294456251802,0.01224900201022202,100.0,0.1,100.0
