,Preselections,n(good vertex) > 0,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",Vtx CosCollinear < 0,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-10,2339.5910290714796,10.454774277914952,3.9312205351094986,2.6165149660872418,2.6165149660872418,2.6165149660872418,1.308900108964955,0.0,5.0,0.1,10.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-10,93.00132653015598,0.39209268294424543,0.1308265292712996,0.1308265292712996,0.1308265292712996,0.1308265292712996,0.06548061335873528,0.0,5.0,0.2,10.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-10,62.05600594310177,0.28258277800884274,0.11625821896865601,0.0831330732404066,0.0831330732404066,0.0831330732404066,0.049929891658816124,0.016653593905634926,10.0,0.2,10.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-10,1639.6194775269557,5.418860754276325,2.255450748230632,2.255450748230632,2.255450748230632,2.255450748230632,1.3543295600222989,0.0,10.0,0.1,10.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-10,1507.7581407732698,5.367617354681378,2.236245920868943,1.7907251467805216,1.7907251467805216,1.3399285279877557,0.89384286069266,0.0,20.0,0.1,10.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-10,54.9889298671876,0.30476035028953136,0.054380750639798116,0.03259115462174425,0.03259115462174425,0.03259115462174425,0.021744112563532772,0.0,20.0,0.2,10.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-10,14106.311859737383,52.541697307303764,17.531179850366385,17.531179850366385,15.031815943928711,15.031815943928711,7.500453645986344,0.0,30.0,0.1,10.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-10,9558.99601393425,55.027897948205414,28.47347967536883,26.575025424373397,26.575025424373397,26.575025424373397,18.978127766691024,0.0,30.0,0.2,10.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-10,841.5372291124277,4.6775578086285545,1.9501426900604428,1.819953665511756,1.819953665511756,1.819953665511756,1.0403296042994605,0.0,40.0,0.1,10.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-10,31.007012466551814,0.16942275567635434,0.04988674791695544,0.044880487546039564,0.044880487546039564,0.044880487546039564,0.03989081096428082,0.0,40.0,0.2,10.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,347.16620312145193,1.0247508468647955,0.2671122253866928,0.2671122253866928,0.2671122253866928,0.2671122253866928,0.08899413202116303,0.0,50.0,0.1,10.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-10,12.554458185086705,0.05541015382602444,0.010085648618592093,0.010085648618592093,0.010085648618592093,0.010085648618592093,0.005037965473635128,0.0,50.0,0.2,10.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-10,219.84570880685405,1.2787733236527792,0.3902486132308047,0.3902486132308047,0.3902486132308047,0.3902486132308047,0.28372868430043524,0.0,60.0,0.1,10.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,158.65961189588973,0.7851927154286693,0.28734308117755336,0.28734308117755336,0.28734308117755336,0.28734308117755336,0.15330378412168008,0.0,70.0,0.1,10.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-10,5.87811093199996,0.03948219545818067,0.015945561342824176,0.015185000951997547,0.015185000951997547,0.015185000951997547,0.00910685743172726,0.0015160039469822675,70.0,0.2,10.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,119.29774071334235,0.7665136798675064,0.3090522504876184,0.3090522504876184,0.3090522504876184,0.3090522504876184,0.14838174126382764,0.012379079558276902,80.0,0.1,10.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,4.407458060915778,0.03402400567716113,0.013455647629645679,0.013455647629645679,0.013455647629645679,0.013455647629645679,0.007123266267598904,0.0015805164697864295,80.0,0.2,10.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,3.476253525599774,0.0239545005644848,0.008837732102432104,0.008688442930473621,0.008688442930473621,0.008688442930473621,0.006742508578184379,0.0008993756984515046,90.0,0.2,10.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,92.11696225070527,0.5714068162782515,0.20116513470312516,0.19825490672632376,0.19825490672632376,0.19825490672632376,0.11945020232717629,0.0,90.0,0.1,10.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,2.752362389340876,0.016563322586673753,0.0069835889222716035,0.006581652548610515,0.006581652548610515,0.006581652548610515,0.003990377008573968,0.0005981792309111748,100.0,0.2,10.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,73.16500088706307,0.43679399516562756,0.17257016401329253,0.16717485259708265,0.1644720404052233,0.1644720404052233,0.11054830528447636,0.005391657664956193,100.0,0.1,10.0
