,Preselections,n(good vertex) > 0,No b-tagged jets,m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-1,1632.838965983291,1620.1784519502303,1294.0098837446174,5.0,0.2,1.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-1,33995.16975707621,33765.06921738768,27824.666364271103,5.0,0.1,1.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-1,943.0769667935498,937.0398367078529,763.9390202219719,10.0,0.2,1.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-1,22398.718782849937,22229.426767941488,18362.68412528533,10.0,0.1,1.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-1,739.5435238266502,734.2811552959238,607.1987065062793,20.0,0.2,1.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-1,18094.188168924808,17929.361593492533,14784.964369657098,20.0,0.1,1.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-1,38777.464257545704,38528.39999214091,32346.116120771294,30.0,0.2,1.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-1,20358.38780524787,20174.852505578405,17077.61209207093,30.0,0.1,1.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-1,406.1787867834348,403.5456031210444,334.2638902824162,40.0,0.2,1.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-1,9985.147049686746,9916.801948033773,8370.91958598793,40.0,0.1,1.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,4212.720128148122,4184.653707350787,3517.536448755546,50.0,0.1,1.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,168.2570665959281,167.4818251469007,136.22438213585085,50.0,0.2,1.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-1,2742.842928487485,2725.2304064523964,2288.311049280879,60.0,0.1,1.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,75.1373992045313,74.71318892044536,61.46221784288125,70.0,0.2,1.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,1976.3460304394343,1964.273334885629,1636.902438452543,70.0,0.1,1.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,1466.227224618235,1457.7156063883403,1224.9125263061035,80.0,0.1,1.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,44.39471437557343,44.16909636875993,35.95322543789819,90.0,0.2,1.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,1164.1743320838657,1156.9312284371108,972.3465119149289,90.0,0.1,1.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,34.229722966703775,34.02457396365492,27.702475302658147,100.0,0.2,1.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,933.552909945247,928.4856647707716,767.0322670784265,100.0,0.1,1.0
