,Preselections,n(good vertex) > 0,No b-tagged jets,m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-1,0.008763662502496298,0.003097205344882627,0.0026688019234427478,5.0,0.2,1.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-1,0.00798908269542234,0.0020399426016436102,0.0018072921554862069,5.0,0.1,1.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-1,0.010215143894964229,0.0042142007466856105,0.003648578114255202,10.0,0.2,1.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-1,0.009289377626114068,0.003067706700860359,0.0026176087859221034,10.0,0.1,1.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-1,0.013055442217561958,0.005677601899776811,0.004950550443617638,20.0,0.2,1.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-1,0.01170682073523286,0.004349621878764053,0.003744279301955845,20.0,0.1,1.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-1,0.017071901906029047,0.00788787520685696,0.006853440381221947,30.0,0.2,1.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-1,0.014768538293440447,0.0057034426386321484,0.005021279584998055,30.0,0.1,1.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-1,0.022328638764376747,0.010575985520572092,0.009112130457072808,40.0,0.2,1.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-1,0.01962310937031886,0.007981447621457341,0.006896352055707543,40.0,0.1,1.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,0.02432813992508951,0.009900566309392579,0.008573476696927967,50.0,0.1,1.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,0.028938229693327135,0.014183060888222408,0.012184563071122837,50.0,0.2,1.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-1,0.030073886709453594,0.012304224937262399,0.01062660107823221,60.0,0.1,1.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,0.04216370370952496,0.020056594184125635,0.017284002849728575,70.0,0.2,1.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,0.0360351765558472,0.01520194705729179,0.012924765670045166,70.0,0.1,1.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,0.04153772495941606,0.017702326815669984,0.015361238960154946,80.0,0.1,1.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,0.05784867150762163,0.0272153903925726,0.023435957307236882,90.0,0.2,1.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,0.048872664888312975,0.0212006914296553,0.018329865195100596,90.0,0.1,1.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,0.06410983637037637,0.030605459289360485,0.026359778795589296,100.0,0.2,1.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,0.05626132150046083,0.02460091410793394,0.02075959213886478,100.0,0.1,1.0
