,Preselections,n(good vertex) > 0,No b-tagged jets,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-100,110.44808217393015,58.81944506220765,51.34764926636117,5.0,0.1,100.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-100,3.7592313819363836,1.9471331113190165,1.7278820546539775,5.0,0.2,100.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-100,68.5827672752021,38.69412087100306,32.98868797038819,10.0,0.1,100.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-100,2.2958275814144846,1.2833274647804769,1.096583453335481,10.0,0.2,100.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-100,2.2253113258392108,1.3002975272450776,1.1343506639485659,20.0,0.2,100.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-100,61.694863519862224,37.749805426915486,32.691063183409234,20.0,0.1,100.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-100,503.27086478232974,300.43651391072063,258.8271880614899,30.0,0.2,100.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-100,8194.018592753282,5198.342079673714,4543.795511715617,30.0,0.1,100.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-100,1.399774492710999,0.8560194600441403,0.7427516872793736,40.0,0.2,100.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-100,38.93919186648724,24.61519415177113,21.38583100835772,40.0,0.1,100.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-100,0.5944448327617264,0.3708587854458759,0.3149720233880816,50.0,0.2,100.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-100,16.343190252845265,10.521125857530116,9.08862110649034,50.0,0.1,100.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-100,10.581797590100742,6.871744566135462,5.9803218083231044,60.0,0.1,100.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-100,0.2778034044603435,0.17747600281558235,0.1520458057150028,70.0,0.2,100.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-100,7.81785442692015,5.173564971179226,4.379872251209895,70.0,0.1,100.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-100,5.892200243957863,3.8606629092157028,3.2870592560657927,80.0,0.1,100.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-100,0.22167852130022644,0.1437126763285734,0.12257846533291414,80.0,0.2,100.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-100,0.17109597667189394,0.11263153241675856,0.09523664164958363,90.0,0.2,100.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-100,4.581922771748586,3.0163392314702673,2.5698031832499995,90.0,0.1,100.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-100,0.1393070432510847,0.09226324753794873,0.07893714943043643,100.0,0.2,100.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-100,3.613831173849892,2.4420528080704105,2.073859852384809,100.0,0.1,100.0
