,Preselections,n(good vertex) > 0,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",Vtx CosCollinear < 0,m1,delta,ctau
sig_2018_Mchi-5p25_dMchi-0p5_ctau-1,33995.16975707621,106.18404284124533,35.36257084534963,35.36257084534963,35.36257084534963,35.36257084534963,17.66094626408772,0.0,5.0,0.1,1.0
sig_2018_Mchi-5p5_dMchi-1p0_ctau-1,1632.838965983291,3.7953234956637725,2.530168436855625,2.530168436855625,2.530168436855625,2.530168436855625,1.8968146419310312,0.0,5.0,0.2,1.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-1,22398.718782849937,112.75920320387578,51.630031214570984,46.94503250872183,46.94503250872183,46.94503250872183,32.86708347858733,0.0,10.0,0.1,1.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-1,943.0769667935498,4.784464262144455,2.080871268659219,1.6653234814325955,1.6653234814325955,1.6653234814325955,0.8305388194362825,0.0,10.0,0.2,1.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-1,18094.188168924808,91.99013164972598,30.6634982479451,30.6634982479451,30.6634982479451,30.6634982479451,15.299207096330903,3.828114444019461,20.0,0.1,1.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-1,739.5435238266502,3.3756945533097755,1.0793699215411234,1.0793699215411234,1.0793699215411234,1.0793699215411234,0.6744353891157385,0.0,20.0,0.2,1.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-1,38777.464257545704,181.079214312273,45.28012818975031,45.28012818975031,45.28012818975031,45.28012818975031,39.63949807863524,0.0,30.0,0.2,1.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-1,20358.38780524787,96.5154631865109,28.899743905232096,25.69668696920123,25.69668696920123,25.69668696920123,16.10084052104245,0.0,30.0,0.1,1.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-1,9985.147049686746,47.31437683906048,15.770775724204958,14.459238266623586,14.459238266623586,14.459238266623586,10.52469672962063,0.0,40.0,0.1,1.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-1,406.1787867834348,2.450935518951983,1.1351764852959736,1.015824309559542,1.015824309559542,1.015824309559542,0.4185437807248682,0.0,40.0,0.2,1.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,168.2570665959281,0.7757569704377405,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.2,1.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,4212.720128148122,20.927825159072338,6.191111061120086,6.191111061120086,6.191111061120086,6.191111061120086,2.8569725350892496,0.47683820271602684,50.0,0.1,1.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-1,2742.842928487485,16.103481225952137,5.969330018739818,5.3716011327307385,5.3716011327307385,5.3716011327307385,3.5796976695439406,0.2983247899451876,60.0,0.1,1.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,75.1373992045313,0.3991710683381843,0.16210797837606955,0.16210797837606955,0.16210797837606955,0.16210797837606955,0.0996998390379444,0.0,70.0,0.2,1.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,1976.3460304394343,10.084909794603133,3.6011097210458445,3.4208357622597823,3.4208357622597823,3.4208357622597823,2.8805852401035237,0.17979848276588084,70.0,0.1,1.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,1466.227224618235,6.388871535557044,2.2473577995549294,2.1291239218248696,2.1291239218248696,2.1291239218248696,1.5385027263791142,0.23651257030466366,80.0,0.1,1.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,44.39471437557343,0.2537013147673303,0.10584858749565536,0.1011832683779692,0.1011832683779692,0.1011832683779692,0.06381232137587974,0.012435050745764361,90.0,0.2,1.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,1164.1743320838657,6.259099999234728,2.859904670921293,2.701271992338467,2.701271992338467,2.701271992338467,1.6525620509679924,0.22278456887943543,90.0,0.1,1.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,34.229722966703775,0.18229957688428433,0.07253029889574719,0.07044733625477065,0.07044733625477065,0.07044733625477065,0.04971197664347603,0.0145187672065584,100.0,0.2,1.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,933.552909945247,4.432743301327755,1.4773237063946145,1.2651498377313963,1.2651498377313963,1.2651498377313963,1.054362882110284,0.422625401587309,100.0,0.1,1.0
