,m1,delta,ctau,Signal,Background,S/sqrt(B)
sig_2018_Mchi-5p25_dMchi-0p5_ctau-100,5.0,0.1,100.0,2.166008350937089,33.63980435774621,0.3734508016309895
sig_2018_Mchi-5p5_dMchi-1p0_ctau-100,5.0,0.2,100.0,0.10496245668840465,33.63980435774621,0.018097027915189804
sig_2018_Mchi-5p5_dMchi-1p0_ctau-10,5.0,0.2,10.0,5.5469569956057,33.63980435774621,0.9563746768221671
sig_2018_Mchi-5p25_dMchi-0p5_ctau-1,5.0,0.1,1.0,2769.7255011778266,33.63980435774621,477.5402681458526
sig_2018_Mchi-5p25_dMchi-0p5_ctau-10,5.0,0.1,10.0,102.29219749205566,33.63980435774621,17.636637059814007
sig_2018_Mchi-5p5_dMchi-1p0_ctau-1,5.0,0.2,1.0,123.88768589753046,33.63980435774621,21.360007956859796
sig_2018_Mchi-11p0_dMchi-2p0_ctau-10,10.0,0.2,10.0,3.834991029227189,33.63980435774621,0.661207272581815
sig_2018_Mchi-10p5_dMchi-1p0_ctau-100,10.0,0.1,100.0,1.969398108028265,33.63980435774621,0.3395523853153746
sig_2018_Mchi-10p5_dMchi-1p0_ctau-10,10.0,0.1,10.0,101.93250569425153,33.63980435774621,17.574621052270945
sig_2018_Mchi-11p0_dMchi-2p0_ctau-100,10.0,0.2,100.0,0.06504189566366618,33.63980435774621,0.01121415255148331
sig_2018_Mchi-10p5_dMchi-1p0_ctau-1,10.0,0.1,1.0,1797.1143576114462,33.63980435774621,309.8482040395643
sig_2018_Mchi-11p0_dMchi-2p0_ctau-1,10.0,0.2,1.0,78.94456414823823,33.63980435774621,13.611171329424359
sig_2018_Mchi-22p0_dMchi-4p0_ctau-1,20.0,0.2,1.0,71.0876286037424,33.63980435774621,12.256523330867218
sig_2018_Mchi-21p0_dMchi-2p0_ctau-100,20.0,0.1,100.0,2.1091757649413356,33.63980435774621,0.3636520514139398
sig_2018_Mchi-21p0_dMchi-2p0_ctau-1,20.0,0.1,1.0,1515.0750800057847,33.63980435774621,261.2206009799126
sig_2018_Mchi-21p0_dMchi-2p0_ctau-10,20.0,0.1,10.0,108.37686167244728,33.63980435774621,18.68572014152952
sig_2018_Mchi-22p0_dMchi-4p0_ctau-10,20.0,0.2,10.0,4.302532207378379,33.63980435774621,0.741818054945844
sig_2018_Mchi-22p0_dMchi-4p0_ctau-100,20.0,0.2,100.0,0.10138481362517421,33.63980435774621,0.017480191110597187
sig_2018_Mchi-31p5_dMchi-3p0_ctau-10,30.0,0.1,10.0,1261.143986619916,33.63980435774621,217.43925067119415
sig_2018_Mchi-33p0_dMchi-6p0_ctau-1,30.0,0.2,1.0,4326.5755677972875,33.63980435774621,745.9634739690254
sig_2018_Mchi-33p0_dMchi-6p0_ctau-10,30.0,0.2,10.0,873.984293097727,33.63980435774621,150.68738526748172
sig_2018_Mchi-31p5_dMchi-3p0_ctau-1,30.0,0.1,1.0,1744.2237222208344,33.63980435774621,300.7291024549139
sig_2018_Mchi-31p5_dMchi-3p0_ctau-100,30.0,0.1,100.0,346.9591919065735,33.63980435774621,59.82072428053791
sig_2018_Mchi-33p0_dMchi-6p0_ctau-100,30.0,0.2,100.0,24.60124757925009,33.63980435774621,4.241606744322395
sig_2018_Mchi-44p0_dMchi-8p0_ctau-10,40.0,0.2,10.0,2.9376562878895776,33.63980435774621,0.5064939362556242
sig_2018_Mchi-42p0_dMchi-4p0_ctau-10,40.0,0.1,10.0,77.83271059223613,33.63980435774621,13.419471883018433
sig_2018_Mchi-44p0_dMchi-8p0_ctau-100,40.0,0.2,100.0,0.07194193197624243,33.63980435774621,0.012403817444095437
sig_2018_Mchi-44p0_dMchi-8p0_ctau-1,40.0,0.2,1.0,43.15357646721362,33.63980435774621,7.440293440213614
sig_2018_Mchi-42p0_dMchi-4p0_ctau-1,40.0,0.1,1.0,1020.9928880066766,33.63980435774621,176.03376843892275
sig_2018_Mchi-42p0_dMchi-4p0_ctau-100,40.0,0.1,100.0,1.985150837736941,33.63980435774621,0.34226838109398566
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,50.0,0.2,1.0,20.793181341192053,33.63980435774621,3.5850416906136133
sig_2018_Mchi-55p0_dMchi-10p0_ctau-10,50.0,0.2,10.0,1.439593902275957,33.63980435774621,0.24820656697627635
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,50.0,0.1,10.0,31.277574125603806,33.63980435774621,5.392700875426448
sig_2018_Mchi-55p0_dMchi-10p0_ctau-100,50.0,0.2,100.0,0.036188609443371066,33.63980435774621,0.006239433564829432
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,50.0,0.1,1.0,430.4873303655966,33.63980435774621,74.22216934088176
sig_2018_Mchi-52p5_dMchi-5p0_ctau-100,50.0,0.1,100.0,0.9045614667229798,33.63980435774621,0.15595932708479757
sig_2018_Mchi-60p0_dMchi-20p0_ctau-1,50.0,0.4,1.0,0.646599858069173,33.63980435774621,0.11148305832982922
sig_2018_Mchi-60p0_dMchi-20p0_ctau-100,50.0,0.4,100.0,0.0012747686606913475,33.63980435774621,0.0002197883392385285
sig_2018_Mchi-60p0_dMchi-20p0_ctau-10,50.0,0.4,10.0,0.04476003564553679,33.63980435774621,0.00771726996603019
65,60.0,0.2,1.0,0.0,33.63980435774621,0.0
66,60.0,0.2,10.0,0.0,33.63980435774621,0.0
67,60.0,0.2,100.0,0.0,33.63980435774621,0.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-1,60.0,0.1,1.0,280.8442307595294,33.63980435774621,48.421559900823816
sig_2018_Mchi-63p0_dMchi-6p0_ctau-10,60.0,0.1,10.0,20.01017629516934,33.63980435774621,3.4500404280414796
sig_2018_Mchi-63p0_dMchi-6p0_ctau-100,60.0,0.1,100.0,0.5713663651399229,33.63980435774621,0.09851172872633414
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,70.0,0.2,1.0,9.684444287522432,33.63980435774621,1.6697366291137417
sig_2018_Mchi-77p0_dMchi-14p0_ctau-10,70.0,0.2,10.0,0.6701599203571639,33.63980435774621,0.11554514984675236
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,70.0,0.1,1.0,205.3719673801589,33.63980435774621,35.409062858632254
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,70.0,0.1,10.0,16.28675159010682,33.63980435774621,2.8080687845265118
