,Preselections,n(good vertex) > 0,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"|dPhi(MET,leading jet)| > 2","|dPhi(MET,all jets)| > 0.75",Vtx cos(collinear) < 0
QCD,53432.26840398662,453.68141659378233,116.29670919569884,116.29670919569884,116.29670919569884,109.43523422262693,0.0,0.0
Multiboson,4588.1614213563125,50.557311688436606,24.692851990050546,23.273463541276257,22.651934879087037,21.782496899384213,14.753501194589546,5.013972442522658
ZGamma,1665.1257291312033,22.95522671895044,12.412859601582037,11.531682692517737,10.705760920503836,9.879839148489937,7.500873939267616,2.023056934050443
Top,26174.931995913073,634.9305538024605,223.8016977840617,207.56962108775963,203.4258670416645,198.4246992380972,125.45951431292407,54.75324772779895
ZJets,63745.58226147538,419.33058033992444,249.48387510331915,233.04291429432968,229.7495427504964,222.1609612533962,150.61138010992397,71.93109880761747
DY,5819.491801116749,117.97552386238593,63.10880634059947,60.51945778493173,60.50630006267846,58.83381833697951,37.16382527728723,16.464814060730735
WJets,214692.23521238868,1591.8496910421093,899.68748518263,853.4772133914181,846.5755720179563,822.6254424897292,528.5097636485792,247.44236993903877
Total,370117.7968253681,3291.2803040480494,1589.4842851979417,1505.711061987932,1489.9116868680856,1443.1424915887033,863.9988584825717,397.628559911759
