,Preselections,0 < n(jet) < 3 & n(good vertex) > 0,computing BDT score,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",BDT,m1,delta,ctau
sig_2018_Mchi-55p0_dMchi-10p0_ctau-100,0.022439338812072256,0.0024195819483492165,0.0024195819483492165,0.0020634310214402325,0.0019799715519888163,0.0019799715519888163,0.0019799715519888163,0.0018933743897166894,0.0005456792489135049,50.0,0.2,100.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-100,0.027190388602682875,0.0026237882134596325,0.0026237882134596325,0.0022120512775021172,0.002099809422545724,0.002099809422545724,0.002099809422545724,0.002041985532668856,0.0005004029569875733,60.0,0.1,100.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-100,0.03255392799976495,0.0036001070631755372,0.0036001070631755372,0.0030145096371628623,0.002869989420230888,0.002869989420230888,0.002869989420230888,0.002746139114821992,0.0008414141532895249,70.0,0.2,100.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-100,0.03281005815334121,0.0034674117101523164,0.0034674117101523164,0.002934749729533357,0.002836949130903252,0.002836949130903252,0.002836949130903252,0.00274275315229463,0.0006667578187481085,70.0,0.1,100.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-100,0.03695870364946555,0.004104524188951668,0.004104524188951668,0.0034610808936052146,0.0033532079403376354,0.0033490535991462884,0.0033490535991462884,0.0032453590565149053,0.0008798755400409603,80.0,0.1,100.0
sig_2018_Mchi-88p0_dMchi-16p0_ctau-100,0.03814286044059044,0.004461177496948248,0.004461177496948248,0.003820683089260971,0.0036802981678747846,0.003676710781074147,0.003676710781074147,0.0034968573457195918,0.0011512949372939124,80.0,0.2,100.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-100,0.04289789237868635,0.005170652425652081,0.005170652425652081,0.00436069594998187,0.004207611239363789,0.004205757722118599,0.004205757722118599,0.0040083040483106245,0.0012835980439897029,90.0,0.2,100.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-100,0.041558918990691134,0.004565306153591189,0.004565306153591189,0.0038724895650991565,0.0037751045836825286,0.0037751045836825286,0.0037751045836825286,0.003669622979409132,0.001014293327197075,90.0,0.1,100.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-100,0.048055388680122275,0.0060824803008053645,0.0060824803008053645,0.005128882672139736,0.0048972304425883365,0.004893448541920065,0.004893448541920065,0.0046732337347148885,0.0016299848567214868,100.0,0.2,100.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-100,0.04603756251182028,0.005306182450029299,0.005306182450029299,0.004453803696994782,0.004326659733881019,0.004325379304905764,0.004325379304905764,0.004212436325529626,0.0012351412560525625,100.0,0.1,100.0
