,Preselections,0 < n(jet) < 3 & n(good vertex) > 0,computing BDT score,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",BDT
QCD,1.7651668257743633e-06,8.736155331740678e-08,8.736155331740678e-08,6.157029004802629e-08,6.12063524578692e-08,6.12063524578692e-08,6.117855889045831e-08,2.9338393925576884e-08,0.0
Top,0.00012946820485290213,1.2774784812733056e-05,1.2774784812733056e-05,7.989827512265165e-06,7.173793286485686e-06,7.149992237438954e-06,7.149144894047255e-06,6.716168731860167e-06,9.156412352627464e-09
DY,1.1260544239392072e-05,1.8439717604122517e-06,1.8439717604122517e-06,1.8065431367974853e-06,1.8065431367974853e-06,1.8065431367974853e-06,1.8065431367974853e-06,1.6763484413013767e-06,1.1148038368872535e-07
Diboson,0.0006373026064192725,4.4354870924462705e-05,4.4354870924462705e-05,3.273392261823867e-05,3.073426504491715e-05,3.0433758480168587e-05,3.029833749632638e-05,2.727574702766386e-05,3.005065647485675e-07
Triboson,0.0019325663156032672,0.00015768899029569325,0.00015768899029569325,0.0001040776100203441,9.153826014584427e-05,9.138369774919827e-05,9.122913535255226e-05,7.609983025596556e-05,0.0
W+jets,0.0023099635965568507,0.000172930780545042,0.000172930780545042,0.00013872868409909008,0.00013152649654643602,0.00013126502461070498,0.0001312208770643724,0.00011390976330273449,2.763610299101266e-07
Z+jets,0.006645338662101281,0.00039831551078462694,0.00039831551078462694,0.0003251023096645049,0.00030958045978608963,0.0003090021422392649,0.0003089645232817095,0.00029235166648906505,3.4136886953061317e-07
Total,1.878092097231049e-05,6.663360757289249e-07,4.442240504859499e-07,2.6985708923233747e-07,2.0633769834840156e-07,1.7164943309079406e-07,1.4708631177336656e-07,1.1266044761579626e-07,8.716025440219856e-10
