,Preselections,n(good vertex) > 0,N(Jet) > 0,MET Trigger,Pass MET Filters,MET > 200,No b-tagged jets,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",OSSF,theta < 1.22 rad,BDT,m1,delta,ctau
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,1.0,0.11932481258464958,0.11932481258464958,0.04769230760626682,0.04766458307240852,0.023151993961107196,0.021083867275250863,0.021083867275250863,0.020394866659419073,0.02009201120650312,0.018214041625631457,0.01818655462772644,0.01721896818330798,0.0036995221169701777,50.0,0.1,1.0
