,Preselections,n(good vertex) > 0,N(Jet) > 0,MET Trigger,Pass MET Filters,MET > 200,No b-tagged jets,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",OSSF,theta < 1.22 rad,BDT,m1,delta,ctau
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,173162.44238646296,20662.57598446487,20662.57598446487,8258.516468147647,8253.71562015072,4009.0558204219637,3650.933952334459,3650.933952334459,3531.624922891249,3479.1817329742644,3153.987933623045,3149.228217931942,2981.6785859964075,640.6182854372939,50.0,0.1,1.0
