,Preselections,n(good vertex) > 0,N(Jet) > 0,MET Trigger,Pass MET Filters,MET > 200,No b-tagged jets,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",OSSF,theta < 1.22 rad,BDT,m1,delta,ctau
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,1.0,0.08301175726238516,0.08301175726238516,0.03069237625882773,0.03069237625882773,0.014219583137496737,0.013147152307672466,0.013104210064923662,0.012654203758819432,0.012568962738898546,0.011603435517952593,0.011517859964360493,0.011431814907419919,0.006477719397160372,50.0,0.1,10.0
