,Preselections,n(good vertex) > 0,N(Jet) > 0,MET Trigger,Pass MET Filters,MET > 200,No b-tagged jets,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",OSSF,theta < 1.22 rad,BDT,m1,delta,ctau
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,18528.054254152805,1538.0463422900352,1538.0463422900352,568.6700125124315,568.6700125124315,263.4612078429758,243.59115124416564,242.79551504072083,234.45777378651076,232.87842354473725,214.98908281118923,213.40353431140565,211.80928682810904,120.01953643376532,50.0,0.1,10.0
