,Preselections,n(good vertex) > 0,N(Jet) > 0,MET Trigger,Pass MET Filters,MET > 200,No b-tagged jets,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",OSSF,theta < 1.22 rad,BDT,m1,delta,ctau
sig_2018_Mchi-52p5_dMchi-5p0_ctau-100,1.0,0.02536771727430751,0.02536771727430751,0.009061737717757172,0.009061737717757172,0.003796165809354913,0.003521370566996548,0.003508700064322844,0.003364833019960843,0.003308487647482913,0.0030144623826881076,0.002983064540506691,0.002964173760959681,0.0020884235592307696,50.0,0.1,100.0
