,Preselections,n(good vertex) > 0,N(Jet) > 0,MET Trigger,Pass MET Filters,MET > 200,No b-tagged jets,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",OSSF,theta < 1.22 rad,BDT,m1,delta,ctau
sig_2018_Mchi-52p5_dMchi-5p0_ctau-100,1863.8680358518598,47.28207737010885,47.28207737010885,16.889883281400774,16.889883281400774,7.07555211085033,6.563370042214407,6.539753897282713,6.2716047118838985,6.166584373154117,5.618560080370202,5.560038645933538,5.524828725763541,3.8925459173702057,50.0,0.1,100.0
