,Preselections,n(good vertex) > 0,N(Jet) > 0,MET Trigger,Pass MET Filters,MET > 200,No b-tagged jets,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",OSSF,theta < 1.22 rad,BDT,m1,delta,ctau
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,173162.44238646296,20662.575984464875,20662.575984464875,8258.516468147647,8253.715620150719,4009.0558204219637,3650.9339523344593,3650.9339523344593,3531.624922891249,3479.1817329742644,3153.9879336230456,3149.2282179319413,2981.678585996408,640.6182854372939,50.0,0.1,1.0
