,Preselections,n(good vertex) > 0,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",BDT
QCD,53432.268403986614,143.8980408716217,143.8980408716217,113.58772775600491,104.6825045588433,24.07495359755432,0.0
ZGamma,1665.1257291312033,55.63850323791335,45.88149651283169,41.53174837503754,42.49493104362143,44.352223951880326,0.8259219762201658
WJets,214692.23521238868,4233.99679209658,4165.693281216907,3961.846475956457,3939.3977407709617,3628.707417673819,29.904695462262126
ZJets,63745.58226147538,1077.2394881943521,1066.6459828216714,1009.8421703164338,1006.9524462131992,942.288364423432,14.289918407725224
Top,26174.931995913073,572.2135990648777,528.4397987012292,476.46721743269677,470.6039012678854,428.9880144880254,3.8307942516670845
Multiboson,4588.161421356313,177.75538745784127,151.50956478733838,139.36303612464042,133.52180017396873,128.0928561913438,0.29096253485732254
DY,5819.491801116749,283.6328843335768,281.4533747332463,272.51360029169365,269.56473770794094,241.81875077479074,7.085104198234181
Total,370117.796825368,6544.3746952567635,6383.521539644846,6015.151976252964,5967.218061736421,5438.322581100844,56.22739683096611
