,m1,delta,ctau,Signal,Background,S/sqrt(B)
sig_2018_Mchi-5p25_dMchi-0p5_ctau-1,5.0,0.1,1.0,596.1353326695391,24.511112586268794,120.41022020473436
sig_2018_Mchi-5p5_dMchi-1p0_ctau-1,5.0,0.2,1.0,35.46686129260982,24.511112586268794,7.163763568735258
sig_2018_Mchi-11p0_dMchi-2p0_ctau-1,10.0,0.2,1.0,34.98209779835224,24.511112586268794,7.065848756624753
sig_2018_Mchi-10p5_dMchi-1p0_ctau-1,10.0,0.1,1.0,682.5256310275073,24.511112586268794,137.85973926318954
sig_2018_Mchi-22p0_dMchi-4p0_ctau-1,20.0,0.2,1.0,49.362859303118,24.511112586268794,9.970542648440254
sig_2018_Mchi-21p0_dMchi-2p0_ctau-1,20.0,0.1,1.0,854.4491973156242,24.511112586268794,172.58567034067354
sig_2018_Mchi-33p0_dMchi-6p0_ctau-1,30.0,0.2,1.0,3276.031699801725,24.511112586268794,661.7083013757291
sig_2018_Mchi-31p5_dMchi-3p0_ctau-1,30.0,0.1,1.0,1249.7858954254748,24.511112586268794,252.43763727786504
sig_2018_Mchi-44p0_dMchi-8p0_ctau-1,40.0,0.2,1.0,32.99492734569499,24.511112586268794,6.664470715975313
sig_2018_Mchi-42p0_dMchi-4p0_ctau-1,40.0,0.1,1.0,754.6597609525843,24.511112586268794,152.42973032488402
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,50.0,0.2,1.0,15.11905135838009,24.511112586268794,3.053817151211203
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,50.0,0.1,1.0,341.04046524198156,24.511112586268794,68.88495827721025
