,Preselections,n(good vertex) > 0,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"|dPhi(MET,leading jet)| > 1.5","|dPhi(MET,all jets)| > 0.75",min(dxy_refit) > 0.00001,min(dxy_refit) > 0.00005,min(dxy_refit) > 0.0001,min(dxy_refit) > 0.0005,min(dxy_refit) > 0.001,min(dxy_refit) > 0.005,Vtx cos(collinear) < 0
ZJets,63745.582261475385,589.6720244432013,349.22988801016254,327.8660553709952,323.79326137730027,321.1186481269709,223.1142951048203,222.77883703566755,221.50810051769767,220.1576379806159,206.51411044743566,187.97901268873557,98.38295672167192,47.10957637560063
DY-M50,5356.457738738559,216.88283235500984,115.81450482463643,111.7632229127643,111.31422540005596,108.68729756220587,70.23528942161998,70.04667451444415,69.39076323120146,68.1195065431481,58.986221372535134,48.579789262586715,15.246968362182539,7.096240137223026
TTX,440.91009551696607,30.342634090537725,8.277797646459147,7.533531013578074,7.144104924403885,7.075991089078469,3.353643635984798,3.201822103088607,3.313336696893608,2.8851056061966562,2.616379729118533,1.9225103315805931,0.6635634220095674,0.674976497939823
ZGamma,1665.1257291312033,34.97351253292044,21.027373510708745,20.80723343214873,19.981311115584788,17.999696343152355,15.057003976543056,14.231081659979113,14.217268147991534,13.363718807452434,12.688869265795931,10.349852172848097,4.84440888841465,1.018435223019011
Multiboson,4588.161421356313,138.9662728828015,74.23375098687453,70.49746994454108,68.55943729001565,66.58007464710242,46.066068447131805,46.066068447131805,44.8880470137071,43.57998959166525,35.91359481460284,28.20576898316511,6.946344787700728,2.926378297390488
SingleTop,3663.5070144841093,125.36889921426773,47.92782479559451,44.36067298786582,44.10965252171679,43.26083060301239,28.754182375146936,28.737340603277286,28.413207300184048,27.460352684993197,24.035852004127356,19.073778809655106,4.164776983962468,1.0190934228883128
QCD,53432.26840398662,535.3334918919282,147.75636532239886,147.75636532239886,147.75636532239886,139.86201404701464,0.22992184414859898,0.22992184414859898,0.22992184414859898,0.22992184414859898,0.22992184414859898,0.0,0.0,0.0
DY-M4to50,463.0340623781908,19.59356146279037,9.925010150928651,9.771595406114676,9.771595406114676,9.24772443473614,4.63202932352546,4.63202932352546,4.60007340119667,4.580913006617287,4.117755042459256,3.7086709876518067,1.3894519611109373,0.5142523497030516
WJets,214692.23521238868,3132.011753312739,1793.2222131755386,1704.7802775700416,1690.9673833515512,1673.9998486907289,1095.7619578329627,1089.9371970193051,1069.5689433643756,1051.1710363215088,901.3696228684075,761.5342638800868,251.73031378674108,117.67162239995906
TTbar,22070.514885911998,1345.6765771924515,461.76165962960357,427.9366915125232,417.56761160925066,413.2817302670112,271.18200153889643,269.6852636705619,264.82378182335697,257.6802669387407,211.00376238430647,167.54758004972382,52.5988610668049,20.751924468809488
Total,370117.796825368,6168.821559378648,3029.1763880529056,2873.0731154729715,2840.964948318393,2801.1138558110133,1758.38639350078,1749.5462362211294,1720.9534433407534,1689.228449325087,1457.476089772937,1228.9012271660336,435.9676459805988,198.78249917253288
