,m1,delta,ctau,Signal,Background,S/sqrt(B)
sig_2018_Mchi-5p25_dMchi-0p5_ctau-100,5.0,0.1,100.0,2.332039722389757,12.654182014616387,0.6555697492031479
sig_2018_Mchi-5p5_dMchi-1p0_ctau-100,5.0,0.2,100.0,0.10496245668840465,12.654182014616387,0.0295064491167631
sig_2018_Mchi-11p0_dMchi-2p0_ctau-100,10.0,0.2,100.0,0.07156038237024528,12.654182014616387,0.020116647873934655
sig_2018_Mchi-10p5_dMchi-1p0_ctau-100,10.0,0.1,100.0,2.046305746149895,12.654182014616387,0.5752458381891323
sig_2018_Mchi-21p0_dMchi-2p0_ctau-100,20.0,0.1,100.0,2.23152237746539,12.654182014616387,0.6273128846352037
sig_2018_Mchi-22p0_dMchi-4p0_ctau-100,20.0,0.2,100.0,0.09940987151845132,12.654182014616387,0.027945537940016408
sig_2018_Mchi-33p0_dMchi-6p0_ctau-100,30.0,0.2,100.0,24.110747550011336,12.654182014616387,6.777876282597737
sig_2018_Mchi-31p5_dMchi-3p0_ctau-100,30.0,0.1,100.0,338.37297951680745,12.654182014616387,95.12148836454557
sig_2018_Mchi-44p0_dMchi-8p0_ctau-100,40.0,0.2,100.0,0.07067469382141696,12.654182014616387,0.019867668144192965
sig_2018_Mchi-42p0_dMchi-4p0_ctau-100,40.0,0.1,100.0,1.9383347791730425,12.654182014616387,0.5448936537633446
sig_2018_Mchi-52p5_dMchi-5p0_ctau-100,50.0,0.1,100.0,0.8566666382096503,12.654182014616387,0.24082125521699949
sig_2018_Mchi-55p0_dMchi-10p0_ctau-100,50.0,0.2,100.0,0.03266662738768862,12.654182014616387,0.009183056582721687
sig_2018_Mchi-60p0_dMchi-20p0_ctau-100,50.0,0.4,100.0,0.0009890155650910933,12.654182014616387,0.0002780264331434123
sig_2018_Mchi-63p0_dMchi-6p0_ctau-100,60.0,0.1,100.0,0.48975811552639387,12.654182014616387,0.1376780171809541
22,60.0,0.2,100.0,0.0,12.654182014616387,0.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-100,70.0,0.2,100.0,0.012573893467678593,12.654182014616387,0.0035347014495388084
sig_2018_Mchi-73p5_dMchi-7p0_ctau-100,70.0,0.1,100.0,0.36607280019686617,12.654182014616387,0.10290830448172117
sig_2018_Mchi-84p0_dMchi-8p0_ctau-100,80.0,0.1,100.0,0.30601935663912444,12.654182014616387,0.08602642183025822
sig_2018_Mchi-88p0_dMchi-16p0_ctau-100,80.0,0.2,100.0,0.01090035655473108,12.654182014616387,0.0030642462665632212
sig_2018_Mchi-99p0_dMchi-18p0_ctau-100,90.0,0.2,100.0,0.007452775767000452,12.654182014616387,0.002095081954878988
sig_2018_Mchi-94p5_dMchi-9p0_ctau-100,90.0,0.1,100.0,0.22738369093050037,12.654182014616387,0.06392081052694892
sig_2018_Mchi-110p0_dMchi-20p0_ctau-100,100.0,0.2,100.0,0.006112798650191,12.654182014616387,0.001718395205519273
sig_2018_Mchi-105p0_dMchi-10p0_ctau-100,100.0,0.1,100.0,0.17863187742041148,12.654182014616387,0.05021597786515516
