,m1,delta,ctau,Signal,Background,S/sqrt(B)
sig_2018_Mchi-5p5_dMchi-1p0_ctau-10,5.0,0.2,10.0,5.279668457718572,14.018958800901501,1.4100962956693555
sig_2018_Mchi-5p25_dMchi-0p5_ctau-10,5.0,0.1,10.0,108.372458918862,14.018958800901501,28.944166494140187
sig_2018_Mchi-11p0_dMchi-2p0_ctau-10,10.0,0.2,10.0,3.6496784040173895,14.018958800901501,0.9747577975972389
sig_2018_Mchi-10p5_dMchi-1p0_ctau-10,10.0,0.1,10.0,100.56989552030684,14.018958800901501,26.860254249812975
sig_2018_Mchi-22p0_dMchi-4p0_ctau-10,20.0,0.2,10.0,4.223046279275576,14.018958800901501,1.1278931551357205
sig_2018_Mchi-21p0_dMchi-2p0_ctau-10,20.0,0.1,10.0,106.50862601136372,14.018958800901501,28.446373138429053
sig_2018_Mchi-31p5_dMchi-3p0_ctau-10,30.0,0.1,10.0,1234.848863070979,14.018958800901501,329.8040059659971
sig_2018_Mchi-33p0_dMchi-6p0_ctau-10,30.0,0.2,10.0,833.8735198131908,14.018958800901501,222.71132567544726
sig_2018_Mchi-44p0_dMchi-8p0_ctau-10,40.0,0.2,10.0,2.7603436712275182,14.018958800901501,0.737233865486739
sig_2018_Mchi-42p0_dMchi-4p0_ctau-10,40.0,0.1,10.0,72.8270209623099,14.018958800901501,19.450674470563822
sig_2018_Mchi-52p5_dMchi-5p0_ctau-10,50.0,0.1,10.0,29.655057824231434,14.018958800901501,7.920286571153152
sig_2018_Mchi-60p0_dMchi-20p0_ctau-10,50.0,0.4,10.0,0.030428021289745637,14.018958800901501,0.008126730011330891
sig_2018_Mchi-55p0_dMchi-10p0_ctau-10,50.0,0.2,10.0,1.3083503874755045,14.018958800901501,0.3494348271281385
sig_2018_Mchi-63p0_dMchi-6p0_ctau-10,60.0,0.1,10.0,16.837160844318667,14.018958800901501,4.496876712296849
22,60.0,0.2,10.0,0.0,14.018958800901501,0.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-10,70.0,0.2,10.0,0.4662235011729873,14.018958800901501,0.12451918851020208
sig_2018_Mchi-73p5_dMchi-7p0_ctau-10,70.0,0.1,10.0,13.684599253245102,14.018958800901501,3.6548891032182182
sig_2018_Mchi-88p0_dMchi-16p0_ctau-10,80.0,0.2,10.0,0.3681783292234524,14.018958800901501,0.09833323860037659
sig_2018_Mchi-84p0_dMchi-8p0_ctau-10,80.0,0.1,10.0,9.133082776036801,14.018958800901501,2.439267975568318
sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,90.0,0.2,10.0,0.23953503085361857,14.018958800901501,0.06397512692220961
sig_2018_Mchi-94p5_dMchi-9p0_ctau-10,90.0,0.1,10.0,7.063380754018404,14.018958800901501,1.886491001453425
sig_2018_Mchi-110p0_dMchi-20p0_ctau-10,100.0,0.2,10.0,0.181411937426366,14.018958800901501,0.04845158422422199
sig_2018_Mchi-105p0_dMchi-10p0_ctau-10,100.0,0.1,10.0,5.476600294888347,14.018958800901501,1.4626929419012773
