,Preselections,0 < NJet < 3,n(good vertex) > 0,Leading jet pT > 80 GeV,Leading jet |eta| < 2.4,"dPhi(MET,leading jet) > 2.0","dPhi(MET,all jets) > 0.75",OSSF,theta < 70,BDT,m1,delta,ctau
sig_2018_Mchi-5p5_dMchi-1p0_ctau-10,0.0048751390699744036,0.004599282689702132,0.0016837360197895742,0.0016837360197895742,0.0016250564769365447,0.0016250564769365447,0.0016009579254109342,0.0015181885055566458,0.0014319402399988748,0.0011111539801285384,5.0,0.2,10.0
sig_2018_Mchi-5p25_dMchi-0p5_ctau-10,0.004011845679950761,0.003817131154553454,0.001120714742483898,0.001120714742483898,0.0010754675970370286,0.0010754675970370286,0.0010550987243829742,0.0009622451596506615,0.0008875447662893927,0.000543289801857524,5.0,0.1,10.0
sig_2018_Mchi-10p5_dMchi-1p0_ctau-10,0.005590821375733521,0.005323488065719279,0.0020269976814160286,0.002023900234615837,0.0019493224352506756,0.0019493224352506756,0.001932243449839795,0.0018312018571851045,0.001722300386417288,0.0013709913612886932,10.0,0.1,10.0
sig_2018_Mchi-11p0_dMchi-2p0_ctau-10,0.006618594149625248,0.006225434285814475,0.0026870817420818123,0.0026834877208409013,0.002594100774489047,0.002594100774489047,0.0025547950899895452,0.0024778604476048197,0.002399186694989607,0.002014708264937997,10.0,0.2,10.0
sig_2018_Mchi-21p0_dMchi-2p0_ctau-10,0.00838707740204745,0.008052165633870578,0.0036269677257398884,0.0036194583870419066,0.0034895040749850772,0.0034895040749850772,0.003444552950187739,0.0033320113849019703,0.003209590852333037,0.002729800473753654,20.0,0.1,10.0
sig_2018_Mchi-22p0_dMchi-4p0_ctau-10,0.009596320516126619,0.009089420385111928,0.004531342153726379,0.00452369312293326,0.004361119375550342,0.0043592101345600875,0.004311407044000904,0.004167979672075203,0.00403221842562143,0.0035369450225261477,20.0,0.2,10.0
sig_2018_Mchi-33p0_dMchi-6p0_ctau-10,0.012458557745550226,0.011804314233244496,0.006237012432268178,0.006237012432268178,0.006047841933027974,0.006047841933027974,0.005960756560658559,0.005801540849560699,0.0056448244676751275,0.005005691252279227,30.0,0.2,10.0
sig_2018_Mchi-31p5_dMchi-3p0_ctau-10,0.010848149608519684,0.010349445059666389,0.005004211925572451,0.004994533367466699,0.004852898133636178,0.004852898133636178,0.004784967252244504,0.004649059929409053,0.004470615126444871,0.003907742197169489,30.0,0.1,10.0
sig_2018_Mchi-42p0_dMchi-4p0_ctau-10,0.014399855742523605,0.013698788053390136,0.00698742514206199,0.006985180891778364,0.0067835812998707215,0.0067835812998707215,0.0066939833094872055,0.006492276516110783,0.006268151651860751,0.005504302793717744,40.0,0.1,10.0
sig_2018_Mchi-44p0_dMchi-8p0_ctau-10,0.016848151349537672,0.01608769677366258,0.00881773463614395,0.008806816190608404,0.008542480716045409,0.008542480716045409,0.008438984055070398,0.00819642682723892,0.007926595742155281,0.006883255709895525,40.0,0.2,10.0
