,Preselections,n(good vertex) > 0,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"|dPhi(MET,leading jet)| > 2","|dPhi(MET,all jets)| > 0.75",Vtx cos(collinear) < 0
QCD,53432.26840398662,453.68141659378233,116.29670919569884,116.29670919569884,116.29670919569884,109.43523422262693,0.0,0.0
Multiboson,4588.1614213563125,50.557311688436606,24.69285199005055,23.273463541276257,22.651934879087037,21.782496899384213,14.753501194589546,4.8252220584513665
ZGamma,1665.1257291312033,22.95522671895044,12.412859601582037,11.531682692517737,10.705760920503836,9.879839148489937,7.500873939267616,2.023056934050443
Top,26174.931995913073,634.9305538024605,223.8016977840617,207.5696210877596,203.42586704166453,198.42469923809716,125.45951431292404,54.32126415283389
ZJets,63745.582261475385,419.3305803399245,249.48387510331918,233.0429142943297,229.7495427504964,222.16096125339624,150.61138010992397,70.54223787419734
DY,5819.491801116749,117.97552386238593,63.10880634059948,60.51945778493173,60.50630006267846,58.833818336979505,37.16382527728723,16.62119981654874
WJets,214692.23521238868,1591.8496910421093,899.68748518263,853.4772133914181,846.5755720179562,822.6254424897293,528.5097636485791,253.60302870301143
Total,370117.7968253681,3291.2803040480494,1589.4842851979417,1505.7110619879322,1489.9116868680853,1443.1424915887033,863.9988584825714,401.9360095390932
