,Preselections,n(good vertex) > 0,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",BDT
DY,3986.522297253399,50.67613089728896,37.16249599134524,33.784087264859316,33.784087264859316,33.784087264859316,33.784087264859316,6.756817452971862
ZJets,49771.90431441053,566.4806796891062,427.82162853797655,406.99395935577877,404.2257233202354,403.169222768304,356.71741705095826,5.510240599232945
QCD,46635.03395672451,312.7970530997167,83.76617083103935,83.76617083103935,83.76617083103935,77.76553043104227,0.0,0.0
WJets,170013.29407160718,1110.702021924222,780.1410053687906,749.0009890084133,746.5423395311732,743.2106027071362,616.6620404975839,11.442037221667157
Multiboson,4489.247270813895,32.900600606787435,19.441998852135885,17.55510477141021,16.848949132914438,16.55798656746653,14.488831748288495,0.20759653652392945
Top,16299.756491087554,169.89343359537978,94.42490748190355,88.76985726032353,85.62207001611011,85.56871823233028,59.28751270674744,4.101884795325386
Total,291195.7584018971,2243.4499198125013,1442.758207063191,1379.8701684918246,1370.7893400963317,1360.0561479711384,1080.9398892684374,28.01857660572128
