,Preselections,0 < n(jet) < 3 & n(good vertex) > 0,computing BDT score,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",BDT
QCD,38039.8269873931,1882.665323764061,1882.665323764061,1326.8565592734058,1319.0136048502673,1319.0136048502673,1318.4146458848963,632.2503985011942,0.0
Top,5667.491119528111,559.2182232101463,559.2182232101463,349.75596150245974,314.03393436003637,312.99203967816396,312.9549470873375,294.0013471903534,0.4008233971747266
DY,14495.72427341028,2373.7490514343053,2373.7490514343053,2325.5670989177547,2325.5670989177547,2325.5670989177547,2325.5670989177547,2157.9671705617084,143.50895209777096
Diboson,4424.202427727811,307.91483613745237,307.91483613745237,227.24134258661695,213.35956993826676,211.2734308578405,210.33332824497623,189.35027881949492,2.086139080426255
Triboson,52.9969216443768,4.324317874842515,4.324317874842515,2.854128677835502,2.510261076809429,2.5060224997639327,2.5017839227184364,2.086891771145679,0.0
W+jets,227212.60103568572,17009.81457254897,17009.81457254897,13645.6285282574,12937.207075458504,12911.488177245632,12907.14573702427,11204.390251842928,27.183419047978667
Z+jets,142220.15349869026,8524.545695130366,8524.545695130366,6957.674053084992,6625.483327444259,6613.106469850912,6612.301368081079,6256.761468124413,7.305802682592949
Total,432112.9962640797,30662.232020100142,30662.232020100142,24835.577672300467,23737.1748720459,23695.946843900332,23689.21890916303,20736.807806811237,180.48513630594354
